link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,date,hour,tf_inrix
"(3, 19, '0')",1,3414.000,2400.000,0.167,60,,[601411],LWRLK,9,200.000,3,60,0.167,0.150,4.000,0.167,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.434,24.500,0,0,0,2020-10-11,17,0.167
"(4, 465, '0')",0,,2400.000,0.537,60,441671213,[],LWRLK,10,200.000,3,60,0.537,0.150,4.000,0.537,2400.000,441671213.000,30.603,27.962,30.758,0.170,36.661,5.726,0.186,0.621,0.000,0.039,0.002,0.186,0.000,42.500,36.500,0,1,1,2020-10-11,17,0.879
"(361, 412, '0')",1,365.000,1800.000,0.021,55,400421634,[602210],LWRLK,11,180.000,1,55,0.019,0.150,4.000,0.021,1800.000,400421634.000,69.438,64.001,69.594,0.250,70.215,0.932,0.013,0.717,0.000,0.000,0.000,0.013,0.000,20.750,29.300,0,0,0,2020-10-11,17,0.016
"(205, 412, '0')",1,365.000,2400.000,0.286,65,400421634,[602210],LWRLK,489,200.000,3,65,0.310,0.150,4.000,0.286,2400.000,400421634.000,69.438,64.001,69.594,0.250,70.215,0.932,0.013,0.717,0.000,0.000,0.000,0.013,0.000,20.750,29.300,7,0,2,2020-10-11,17,0.265
"(473, 4, '0')",1,1488.000,1800.000,0.156,60,1626686637,"[601413, 602413]",LWRLK,12,180.000,1,60,0.156,0.150,4.000,0.156,1800.000,1626686637.000,68.817,65.244,67.574,0.567,70.836,1.378,0.020,0.311,0.000,0.013,0.000,0.020,0.000,42.500,36.500,12,0,2,2020-10-11,17,0.132
"(252, 4, '0')",1,1614.800,2400.000,0.519,60,1626631905,[602413],LWRLK,614,200.000,3,60,0.519,0.150,4.000,0.519,2400.000,1626631905.000,69.128,65.865,68.040,0.230,70.215,1.468,0.022,0.621,0.000,0.000,0.000,0.022,0.000,42.205,21.100,25,0,3,2020-10-11,17,0.443
"(5, 519, '0')",0,,1800.000,0.019,35,429471497,[],LWRLK,13,200.000,1,35,0.011,0.150,4.000,0.019,1800.000,429471497.000,15.224,21.748,15.534,0.138,19.263,2.756,0.177,1.134,0.000,0.025,0.001,0.177,0.000,45.536,33.100,0,0,0,2020-10-11,17,0.034
"(5, 35, '0')",0,,1800.000,0.017,40,1626736434,[],LWRLK,14,200.000,3,40,0.012,0.150,4.000,0.017,1800.000,1626736434.000,15.224,21.748,15.534,0.545,19.263,2.756,0.177,1.134,0.000,0.087,0.007,0.177,0.000,45.536,33.100,0,0,1,2020-10-11,17,0.036
"(91, 35, '0')",0,,1800.000,0.156,40,429473541,[],LWRLK,225,200.000,3,40,0.104,0.150,4.000,0.156,1800.000,429473541.000,16.156,24.855,17.088,0.155,18.020,1.522,0.089,0.621,0.000,0.019,0.000,0.089,0.000,45.536,33.100,0,0,2,2020-10-11,17,0.346
"(510, 35, '0')",0,,1800.000,0.056,35,1626613838,[],LWRLK,1231,200.000,3,35,0.032,0.150,4.000,0.056,1800.000,1626613838.000,33.865,34.797,31.069,0.263,35.418,1.644,0.053,0.000,0.000,0.015,0.000,0.053,0.000,45.536,33.100,0,0,1,2020-10-11,17,0.055
"(6, 539, '0')",0,,1800.000,0.216,40,1626728177,[],LWRLK,15,200.000,3,40,0.144,0.150,4.000,0.216,1800.000,1626728177.000,22.214,24.855,21.748,0.443,23.612,1.281,0.059,0.879,0.000,0.022,0.000,0.059,0.000,36.974,29.000,0,0,2,2020-10-11,17,0.365
"(166, 539, '0')",0,,1800.000,0.132,40,1626667843,[],LWRLK,406,200.000,3,40,0.088,0.150,4.000,0.132,1800.000,1626667843.000,18.952,19.884,16.777,0.295,19.884,0.802,0.048,0.000,0.000,0.010,0.000,0.048,0.000,36.974,29.000,2,0,2,2020-10-11,17,0.265
"(557, 539, '0')",0,,1800.000,0.256,35,1626747729,[],LWRLK,1327,200.000,3,35,0.149,0.150,4.000,0.256,1800.000,1626747729.000,25.787,19.884,10.563,0.482,29.826,3.384,0.320,1.243,0.000,0.056,0.003,0.320,0.000,36.974,29.000,0,0,1,2020-10-11,17,0.300
"(6, 17, '0')",0,,1800.000,0.209,40,1626698650,[],LWRLK,16,200.000,4,40,0.140,0.150,4.000,0.209,1800.000,1626698650.000,18.952,19.884,16.777,0.542,19.884,0.802,0.048,0.000,0.000,0.022,0.000,0.048,0.000,36.974,29.000,1,0,1,2020-10-11,17,0.421
"(213, 17, '0')",0,,1800.000,0.223,40,441679111,[],LWRLK,517,200.000,4,40,0.149,0.150,4.000,0.223,1800.000,441679111.000,28.894,29.826,30.603,0.260,30.447,1.479,0.048,0.932,0.000,0.012,0.000,0.048,0.000,67.240,34.200,0,0,0,2020-10-11,17,0.293
"(830, 17, '0')",0,,1800.000,0.178,40,441461376,[],LWRLK,1913,200.000,4,40,0.119,0.150,4.000,0.178,1800.000,441461376.000,27.651,26.719,26.564,0.293,29.826,1.479,0.056,0.932,0.000,0.015,0.000,0.056,0.000,67.240,34.200,0,1,0,2020-10-11,17,0.239
"(865, 17, '0')",0,,1800.000,0.129,40,441679102,[],LWRLK,1993,200.000,4,40,0.086,0.150,4.000,0.129,1800.000,441679102.000,24.700,26.719,24.544,0.605,31.069,4.605,0.188,0.359,0.000,0.103,0.011,0.188,0.000,67.240,34.200,0,0,0,2020-10-11,17,0.166
"(493, 250, '0')",1,1061.500,1800.000,0.117,55,,"[601215, 602215]",LWRLK,17,180.000,1,55,0.107,0.150,4.000,0.117,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.205,21.100,0,0,1,2020-10-11,17,0.117
"(253, 250, '0')",1,1342.800,2400.000,0.806,65,1626706657,[602215],LWRLK,617,200.000,3,65,0.873,0.150,4.000,0.806,2400.000,1626706657.000,41.321,31.690,31.069,0.325,50.331,8.406,0.271,2.211,0.000,0.058,0.003,0.271,0.000,42.205,21.100,15,0,2,2020-10-11,17,1.041
"(7, 559, '0')",0,,1800.000,0.121,45,441458238,[],LWRLK,18,200.000,3,45,0.091,0.150,4.000,0.121,1800.000,441458238.000,26.719,31.069,26.719,0.417,29.204,1.683,0.063,0.879,0.000,0.025,0.001,0.063,0.000,66.653,34.400,0,0,0,2020-10-11,17,0.186
"(8, 640, '0')",1,556.000,2400.000,0.344,65,1626704618,[602345],LWRLK,19,200.000,4,65,0.373,0.150,4.000,0.344,2400.000,1626704618.000,69.128,64.001,68.662,0.425,70.836,1.553,0.023,0.621,0.000,0.006,0.000,0.023,0.000,36.042,24.600,21,0,0,2020-10-11,17,0.316
"(105, 82, '0')",0,,1800.000,0.043,35,,[],LWRLK,20,180.000,1,35,0.025,0.150,4.000,0.043,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,1,2020-10-11,17,0.043
"(105, 23, '0')",0,,1800.000,0.119,45,429471468,[],LWRLK,254,200.000,3,45,0.089,0.150,4.000,0.119,1800.000,429471468.000,20.039,29.204,27.962,0.155,22.369,2.053,0.073,0.000,0.000,0.019,0.000,0.073,0.000,66.653,34.400,0,0,2,2020-10-11,17,0.239
"(62, 23, '0')",0,,1800.000,0.136,45,1626735696,[],LWRLK,165,200.000,2,45,0.102,0.150,4.000,0.136,1800.000,1626735696.000,26.719,31.069,26.719,0.150,29.204,1.683,0.063,0.879,0.000,0.016,0.000,0.063,0.000,66.653,34.400,0,0,1,2020-10-11,17,0.209
"(95, 23, '0')",0,,1800.000,0.439,25,1626615745,[],LWRLK,234,200.000,2,25,0.183,0.150,4.000,0.439,1800.000,1626615745.000,43.185,42.875,39.146,0.210,51.574,5.751,0.147,0.879,0.000,0.027,0.001,0.147,0.000,66.653,34.400,1,0,1,2020-10-11,17,0.213
"(9, 708, '0')",0,,1800.000,0.105,35,170451683,[],LWRLK,21,180.000,2,35,0.061,0.150,4.000,0.105,1800.000,170451683.000,8.389,8.078,,0.223,9.321,0.621,,,0.000,0.015,0.000,,0.000,66.653,34.400,0,0,1,2020-10-11,17,0.393
"(707, 708, '0')",0,,1800.000,0.146,45,441679176,[],LWRLK,1632,200.000,5,45,0.109,0.150,4.000,0.146,1800.000,441679176.000,21.748,26.098,22.214,0.395,23.612,1.604,0.072,0.932,0.000,0.026,0.001,0.072,0.000,66.653,34.400,0,0,1,2020-10-11,17,0.278
"(737, 708, '0')",0,,1800.000,0.118,45,441679174,[],LWRLK,1695,200.000,4,45,0.088,0.150,4.000,0.118,1800.000,441679174.000,21.127,21.748,22.991,0.265,23.612,3.515,0.153,1.829,0.000,0.047,0.002,0.153,0.000,66.653,34.400,0,0,1,2020-10-11,17,0.224
"(9, 1230, '0')",0,,inf,0.000,99999,,[],PQULK,26,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2020-10-11,17,0.000
"(82, 237, '0')",0,,1800.000,0.059,55,,[],LWRLK,22,180.000,1,55,0.054,0.150,4.000,0.059,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,0,2020-10-11,17,0.059
"(144, 237, '0')",0,,2400.000,0.396,65,1626615940,[],LWRLK,356,200.000,2,65,0.429,0.150,4.000,0.396,2400.000,1626615940.000,63.691,65.244,64.623,0.205,65.244,1.293,0.020,0.717,0.000,0.010,0.000,0.020,0.000,66.653,34.400,2,0,2,2020-10-11,17,0.395
"(62, 144, '0')",0,,2000.000,0.209,25,1626615706,[],LWRLK,23,180.000,1,25,0.087,0.150,4.000,0.209,2000.000,1626615706.000,20.039,29.204,27.962,0.300,22.369,2.053,0.073,0.000,0.000,0.029,0.001,0.073,0.000,66.653,34.400,0,0,0,2020-10-11,17,0.233
"(48, 144, '0')",0,,2400.000,0.325,65,1626615688,[],LWRLK,125,200.000,2,65,0.352,0.150,4.000,0.325,2400.000,1626615688.000,69.594,67.108,69.283,0.255,71.458,1.604,0.023,0.621,0.000,0.010,0.000,0.023,0.000,66.653,34.400,0,0,0,2020-10-11,17,0.296
"(57, 55, '0')",0,,1800.000,0.098,45,429471470,[],LWRLK,150,200.000,3,45,0.074,0.150,4.000,0.098,1800.000,429471470.000,16.000,26.719,21.593,0.210,16.777,0.932,0.043,1.785,0.000,0.012,0.000,0.043,0.000,93.828,31.100,0,0,2,2020-10-11,17,0.264
"(56, 55, '0')",0,,1800.000,0.178,45,1626751626,[],LWRLK,146,200.000,3,45,0.134,0.150,4.000,0.178,1800.000,1626751626.000,15.690,24.855,21.437,0.263,16.156,0.595,0.028,0.359,0.000,0.015,0.000,0.028,0.000,93.828,31.100,0,0,2,2020-10-11,17,0.496
"(93, 55, '0')",0,,1800.000,0.242,35,1626615921,[],LWRLK,231,180.000,2,35,0.141,0.150,4.000,0.242,1800.000,1626615921.000,33.399,32.933,32.311,0.295,36.661,3.341,0.103,0.717,0.000,0.026,0.001,0.103,0.000,93.828,31.100,0,0,1,2020-10-11,17,0.231
"(580, 142, '0')",1,1722.000,2400.000,2.113,65,170326096,[602541],LWRLK,27,180.000,2,65,2.289,0.150,4.000,2.113,2400.000,170326096.000,68.972,67.729,69.283,0.535,69.594,0.507,0.007,0.621,0.000,0.010,0.000,0.007,0.000,66.653,34.400,0,0,0,2020-10-11,17,1.973
"(12, 77, '0')",1,695.300,2400.000,0.281,65,1626749030,"[601529, 602259]",LWRLK,28,200.000,3,65,0.304,0.150,4.000,0.281,2400.000,1626749030.000,71.147,67.729,70.681,0.720,71.458,0.359,0.005,0.311,0.000,0.000,0.000,0.005,0.000,14.243,24.900,6,0,1,2020-10-11,17,0.255
"(143, 579, '0')",1,1416.000,2400.000,2.113,65,,[601541],LWRLK,29,180.000,2,65,2.289,0.150,4.000,2.113,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,0,2020-10-11,17,2.113
"(1217, 10, '0')",0,,1800.000,0.146,25,1626721540,[],LWRLK,30,180.000,1,25,0.061,0.150,4.000,0.146,1800.000,1626721540.000,18.486,27.962,20.816,1.290,21.748,2.400,0.115,0.621,0.000,0.168,0.028,0.115,0.000,39.191,28.700,0,0,1,2020-10-11,17,0.168
"(561, 10, '0')",0,,inf,0.000,99999,,[],PQULK,51,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2020-10-11,17,0.000
"(1217, 1196, '0')",0,,1800.000,0.171,45,1626721540,[],LWRLK,2813,200.000,3,45,0.128,0.150,4.000,0.171,1800.000,1626721540.000,18.486,27.962,20.816,1.290,21.748,2.400,0.115,0.621,0.000,0.168,0.028,0.115,0.000,39.191,28.700,0,0,1,2020-10-11,17,0.354
"(14, 414, '0')",0,,2400.000,0.185,65,1626686499,[],LWRLK,31,200.000,4,65,0.200,0.150,4.000,0.185,2400.000,1626686499.000,69.438,65.244,70.215,0.400,69.594,0.311,0.004,0.000,0.000,0.000,0.000,0.004,0.000,27.250,25.900,0,0,4,2020-10-11,17,0.172
"(577, 580, '0')",0,,2400.000,1.815,65,,[],LWRLK,32,180.000,2,65,1.966,0.150,4.000,1.815,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,31.779,0,0,0,2020-10-11,17,1.815
"(15, 14, '0')",0,,2400.000,0.084,65,1626686499,[],LWRLK,33,200.000,3,65,0.091,0.150,4.000,0.084,2400.000,1626686499.000,69.438,65.244,70.215,0.400,69.594,0.311,0.004,0.000,0.000,0.000,0.000,0.004,0.000,27.250,25.900,6,0,0,2020-10-11,17,0.078
"(579, 647, '0')",0,,2400.000,1.815,65,,[],LWRLK,34,180.000,2,65,1.966,0.150,4.000,1.815,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,31.779,0,0,1,2020-10-11,17,1.815
"(16, 221, '0')",0,,1800.000,0.188,40,449892027,[],LWRLK,35,200.000,5,40,0.125,0.150,4.000,0.188,1800.000,449892027.000,26.564,29.826,26.408,0.570,28.583,1.553,0.059,0.359,0.000,0.029,0.001,0.059,0.000,64.773,40.400,1,1,1,2020-10-11,17,0.263
"(873, 221, '0')",0,,1800.000,0.180,40,441679086,[],LWRLK,2006,200.000,3,40,0.120,0.150,4.000,0.180,1800.000,441679086.000,27.030,24.855,20.505,0.128,29.826,1.864,0.091,0.717,0.000,0.005,0.000,0.091,0.000,64.773,40.400,1,0,2,2020-10-11,17,0.241
"(904, 221, '0')",0,,1800.000,0.239,40,441679085,[],LWRLK,2087,200.000,4,40,0.159,0.150,4.000,0.239,1800.000,441679085.000,24.233,26.098,21.903,0.280,25.476,1.342,0.061,0.782,0.000,0.014,0.000,0.061,0.000,64.773,40.400,1,1,1,2020-10-11,17,0.375
"(1308, 221, '0')",0,,1800.000,0.131,40,449892015,[],LWRLK,3012,200.000,5,40,0.087,0.150,4.000,0.131,1800.000,449892015.000,19.418,25.476,21.127,0.783,22.369,2.115,0.100,0.879,0.000,0.072,0.005,0.100,0.000,64.773,40.400,1,0,1,2020-10-11,17,0.235
"(16, 895, '0')",0,,1800.000,0.596,40,449892015,[],LWRLK,36,200.000,3,40,0.397,0.150,4.000,0.596,1800.000,449892015.000,19.418,25.476,21.127,0.783,22.369,2.115,0.100,0.879,0.000,0.072,0.005,0.100,0.000,64.773,40.400,0,2,2,2020-10-11,17,1.066
"(111, 895, '0')",0,,inf,0.000,99999,,[],PQULK,535,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2020-10-11,17,0.000
"(17, 1250, '0')",0,,1800.000,0.224,40,441679107,[],LWRLK,37,200.000,2,40,0.149,0.150,4.000,0.224,1800.000,441679107.000,24.700,26.719,24.544,0.228,31.069,4.605,0.188,0.359,0.000,0.043,0.002,0.188,0.000,67.240,34.200,0,1,0,2020-10-11,17,0.288
"(1252, 1250, '0')",0,,1800.000,0.205,25,441679109,[],LWRLK,2895,200.000,1,25,0.085,0.150,4.000,0.205,1800.000,441679109.000,28.583,28.583,27.030,0.230,28.583,0.000,0.000,1.076,0.000,0.000,0.000,0.000,0.000,67.240,34.200,0,0,0,2020-10-11,17,0.179
"(570, 1250, '0')",0,,inf,0.000,99999,,[],PQULK,4289,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2020-10-11,17,0.000
"(17, 6, '0')",0,,1800.000,0.209,40,1626728177,[],LWRLK,39,200.000,3,40,0.140,0.150,4.000,0.209,1800.000,1626728177.000,22.214,24.855,21.748,0.443,23.612,1.281,0.059,0.879,0.000,0.022,0.000,0.059,0.000,36.974,29.000,1,0,1,2020-10-11,17,0.355
"(539, 6, '0')",0,,1800.000,0.216,40,1626698650,[],LWRLK,1290,200.000,2,40,0.144,0.150,4.000,0.216,1800.000,1626698650.000,18.952,19.884,16.777,0.542,19.884,0.802,0.048,0.000,0.000,0.022,0.000,0.048,0.000,36.974,29.000,0,0,2,2020-10-11,17,0.434
"(17, 1275, '0')",0,,1800.000,0.268,40,441679103,[],LWRLK,40,200.000,2,40,0.179,0.150,4.000,0.268,1800.000,441679103.000,27.651,26.719,26.564,0.538,29.826,1.479,0.056,0.932,0.000,0.025,0.001,0.056,0.000,67.240,34.200,0,0,0,2020-10-11,17,0.360
"(17, 213, '0')",0,,1800.000,0.223,40,441679106,[],LWRLK,42,200.000,2,40,0.149,0.150,4.000,0.223,1800.000,441679106.000,18.952,19.884,16.777,0.318,19.884,0.802,0.048,0.000,0.000,0.013,0.000,0.048,0.000,67.240,34.200,0,0,0,2020-10-11,17,0.449
"(847, 213, '0')",0,,1800.000,0.438,40,1626687882,[],LWRLK,1954,200.000,2,40,0.292,0.150,4.000,0.438,1800.000,1626687882.000,28.894,29.826,30.603,0.758,30.447,1.479,0.048,0.932,0.000,0.039,0.001,0.048,0.000,67.240,34.200,0,0,5,2020-10-11,17,0.575
"(712, 728, '0')",0,,1800.000,0.206,40,1626631223,[],LWRLK,38,180.000,2,40,0.137,0.150,4.000,0.206,1800.000,1626631223.000,38.525,39.768,41.943,0.338,40.389,1.342,0.032,0.621,0.000,0.015,0.000,0.032,0.000,66.653,34.400,0,0,0,2020-10-11,17,0.204
"(712, 706, '0')",0,,1800.000,0.118,40,400072808,[],LWRLK,1646,200.000,5,40,0.078,0.150,4.000,0.118,1800.000,400072808.000,31.845,32.933,31.224,0.190,34.175,2.400,0.077,0.311,0.000,0.020,0.000,0.077,0.000,66.653,34.400,0,0,1,2020-10-11,17,0.138
"(703, 706, '0')",0,,1800.000,0.183,45,441679177,[],LWRLK,1619,200.000,5,45,0.137,0.150,4.000,0.183,1800.000,441679177.000,26.719,31.069,26.719,0.532,29.204,1.683,0.063,0.879,0.000,0.035,0.001,0.063,0.000,66.653,34.400,0,0,1,2020-10-11,17,0.281
"(715, 706, '0')",0,,1800.000,0.134,40,449897473,[],LWRLK,1649,200.000,5,40,0.089,0.150,4.000,0.134,1800.000,449897473.000,25.321,29.826,25.476,0.693,29.826,3.018,0.118,0.717,0.000,0.075,0.006,0.118,0.000,66.653,34.400,1,0,1,2020-10-11,17,0.179
"(717, 706, '0')",0,,1800.000,0.163,50,441450989,[],LWRLK,1653,200.000,6,50,0.136,0.150,4.000,0.163,1800.000,441450989.000,27.030,37.282,31.690,0.965,28.583,1.293,0.041,0.000,0.000,0.042,0.002,0.041,0.000,66.653,34.400,0,0,1,2020-10-11,17,0.285
"(729, 712, '0')",0,,1800.000,0.206,40,400072808,[],LWRLK,41,180.000,2,40,0.137,0.150,4.000,0.206,1800.000,400072808.000,31.845,32.933,31.224,0.190,34.175,2.400,0.077,0.311,0.000,0.020,0.000,0.077,0.000,66.653,34.400,0,0,0,2020-10-11,17,0.241
"(706, 712, '0')",0,,1800.000,0.118,40,400072807,[],LWRLK,1625,200.000,2,40,0.078,0.150,4.000,0.118,1800.000,400072807.000,25.321,29.826,25.476,0.122,29.826,3.018,0.118,0.717,0.000,0.015,0.000,0.118,0.000,66.653,34.400,0,0,1,2020-10-11,17,0.158
"(70, 147, '0')",1,1165.000,1800.000,0.200,50,,"[601217, 601219]",LWRLK,43,180.000,1,50,0.167,0.150,4.000,0.200,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93.828,31.100,0,0,0,2020-10-11,17,0.200
"(18, 1303, '0')",0,,1800.000,0.068,40,429471495,[],LWRLK,44,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,429471495.000,30.447,31.690,32.467,0.095,32.933,1.965,0.061,1.378,0.000,0.010,0.000,0.061,0.000,45.536,33.100,3,0,1,2020-10-11,17,0.082
"(34, 1303, '0')",0,,1800.000,0.068,40,429471496,[],LWRLK,90,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,429471496.000,15.379,29.204,27.806,0.258,19.884,4.520,0.163,7.817,0.000,0.087,0.007,0.163,0.000,30.907,26.700,1,0,2,2020-10-11,17,0.136
"(18, 5, '0')",0,,1800.000,0.053,40,1626648707,[],LWRLK,45,200.000,3,40,0.036,0.150,4.000,0.053,1800.000,1626648707.000,11.806,26.719,18.330,0.570,14.913,3.478,0.190,0.621,0.000,0.209,0.044,0.190,0.000,45.536,33.100,18,0,7,2020-10-11,17,0.143
"(150, 32, '0')",0,,1800.000,0.305,50,1626644298,[],LWRLK,46,180.000,1,50,0.254,0.150,4.000,0.305,1800.000,1626644298.000,35.263,29.826,31.379,0.410,36.040,0.932,0.030,6.120,0.000,0.012,0.000,0.030,0.000,24.821,46.000,8,0,0,2020-10-11,17,0.423
