link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,date,hour,tf_inrix
"(2, 43, '0')",1,979.000,1800.000,0.229,60,1626704648,[601346],LWRLK,6,200.000,1,60,0.229,0.150,4.000,0.229,1800.000,1626704648.000,66.642,64.001,64.312,0.733,67.729,1.061,0.017,0.621,0.000,0.013,0.000,0.017,0.000,14.243,24.900,9,0,2,2019-10-09,18,0.203
"(99, 43, '0')",1,2008.000,2400.000,0.210,65,1626704648,[601346],LWRLK,242,200.000,3,65,0.228,0.150,4.000,0.210,2400.000,1626704648.000,66.642,64.001,64.312,0.733,67.729,1.061,0.017,0.621,0.000,0.013,0.000,0.017,0.000,21.600,26.000,14,0,0,2019-10-09,18,0.202
"(369, 164, '0')",1,1239.000,1800.000,0.035,60,1626729452,[601209],LWRLK,7,180.000,1,60,0.035,0.150,4.000,0.035,1800.000,1626729452.000,64.312,62.758,62.758,0.320,64.623,0.621,0.010,0.000,0.000,0.000,0.000,0.010,0.000,20.750,29.300,0,0,0,2019-10-09,18,0.032
"(669, 164, '0')",1,1417.000,2400.000,0.210,65,1626729452,[601209],LWRLK,1552,200.000,3,65,0.227,0.150,4.000,0.210,2400.000,1626729452.000,64.312,62.758,62.758,0.320,64.623,0.621,0.010,0.000,0.000,0.000,0.000,0.010,0.000,20.750,29.300,1,0,0,2019-10-09,18,0.211
"(3, 38, '0')",1,1436.000,1800.000,0.089,55,,"[601411, 602411]",LWRLK,8,200.000,1,55,0.082,0.150,4.000,0.089,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.434,24.500,0,0,0,2019-10-09,18,0.089
"(3, 19, '0')",1,3778.000,2400.000,0.167,60,,[601411],LWRLK,9,200.000,3,60,0.167,0.150,4.000,0.167,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.434,24.500,0,0,0,2019-10-09,18,0.167
"(4, 465, '0')",0,,2400.000,0.537,60,441671213,[],LWRLK,10,200.000,3,60,0.537,0.150,4.000,0.537,2400.000,441671213.000,29.204,26.719,22.835,0.180,30.447,1.758,0.077,1.634,0.000,0.014,0.000,0.077,0.000,42.500,36.500,0,1,1,2019-10-09,18,1.058
"(361, 412, '0')",1,688.000,1800.000,0.021,55,400421634,[602210],LWRLK,11,180.000,1,55,0.019,0.150,4.000,0.021,1800.000,400421634.000,64.312,62.758,62.758,0.270,65.244,0.621,0.010,0.000,0.000,0.000,0.000,0.010,0.000,20.750,29.300,2,0,0,2019-10-09,18,0.017
"(205, 412, '0')",1,688.000,2400.000,0.286,65,400421634,[602210],LWRLK,489,200.000,3,65,0.310,0.150,4.000,0.286,2400.000,400421634.000,64.312,62.758,62.758,0.270,65.244,0.621,0.010,0.000,0.000,0.000,0.000,0.010,0.000,20.750,29.300,7,0,2,2019-10-09,18,0.285
"(473, 4, '0')",1,1727.500,1800.000,0.156,60,1626686637,"[601413, 602413]",LWRLK,12,180.000,1,60,0.156,0.150,4.000,0.156,1800.000,1626686637.000,62.914,65.244,58.720,0.617,64.001,0.782,0.013,0.621,0.000,0.013,0.000,0.013,0.000,42.500,36.500,8,0,2,2019-10-09,18,0.146
"(252, 4, '0')",1,1818.200,2400.000,0.519,60,1626631905,[602413],LWRLK,614,200.000,3,60,0.519,0.150,4.000,0.519,2400.000,1626631905.000,62.914,65.244,57.166,0.250,63.380,0.595,0.010,0.000,0.000,0.000,0.000,0.010,0.000,42.205,21.100,26,0,3,2019-10-09,18,0.491
"(5, 519, '0')",0,,1800.000,0.019,35,429471497,[],LWRLK,13,200.000,1,35,0.011,0.150,4.000,0.019,1800.000,429471497.000,9.942,21.127,14.758,0.203,11.185,1.342,0.091,0.311,0.000,0.033,0.001,0.091,0.000,45.536,33.100,0,0,0,2019-10-09,18,0.059
"(5, 35, '0')",0,,1800.000,0.017,40,1626736434,[],LWRLK,14,200.000,3,40,0.012,0.150,4.000,0.017,1800.000,1626736434.000,12.583,21.127,14.758,0.645,14.913,2.053,0.139,0.311,0.000,0.103,0.011,0.139,0.000,45.536,33.100,0,0,1,2019-10-09,18,0.046
"(91, 35, '0')",0,,1800.000,0.156,40,429473541,[],LWRLK,225,200.000,3,40,0.104,0.150,4.000,0.156,1800.000,429473541.000,13.981,24.855,19.263,0.185,16.777,2.297,0.119,0.000,0.000,0.031,0.001,0.119,0.000,45.536,33.100,0,0,2,2019-10-09,18,0.371
"(510, 35, '0')",0,,1800.000,0.056,35,1626613838,[],LWRLK,1231,200.000,3,35,0.032,0.150,4.000,0.056,1800.000,1626613838.000,18.486,34.175,22.369,0.487,22.369,3.341,0.149,0.717,0.000,0.099,0.010,0.149,0.000,45.536,33.100,0,0,1,2019-10-09,18,0.087
"(6, 539, '0')",0,,1800.000,0.216,40,1626728177,[],LWRLK,15,200.000,3,40,0.144,0.150,4.000,0.216,1800.000,1626728177.000,12.583,24.233,15.224,0.807,16.777,2.842,0.187,0.621,0.000,0.155,0.024,0.187,0.000,36.974,29.000,0,0,2,2019-10-09,18,0.514
"(166, 539, '0')",0,,1800.000,0.132,40,1626667843,[],LWRLK,406,200.000,3,40,0.088,0.150,4.000,0.132,1800.000,1626667843.000,11.651,19.884,11.651,0.485,13.670,1.468,0.126,0.311,0.000,0.051,0.003,0.126,0.000,36.974,29.000,2,0,2,2019-10-09,18,0.385
"(557, 539, '0')",0,,1800.000,0.256,35,1626747729,[],LWRLK,1327,200.000,3,35,0.149,0.150,4.000,0.256,1800.000,1626747729.000,12.583,14.913,13.359,0.973,13.049,0.311,0.023,1.190,0.000,0.030,0.001,0.023,0.000,36.974,29.000,0,0,1,2019-10-09,18,0.686
"(6, 17, '0')",0,,1800.000,0.209,40,1626698650,[],LWRLK,16,200.000,4,40,0.140,0.150,4.000,0.209,1800.000,1626698650.000,11.806,19.884,11.651,0.880,13.670,1.829,0.157,0.311,0.000,0.122,0.015,0.157,0.000,36.974,29.000,1,0,1,2019-10-09,18,0.613
"(213, 17, '0')",0,,1800.000,0.223,40,441679111,[],LWRLK,517,200.000,4,40,0.149,0.150,4.000,0.223,1800.000,441679111.000,9.010,31.069,20.195,0.870,11.806,2.122,0.105,0.621,0.000,0.201,0.041,0.105,0.000,67.240,34.200,0,0,0,2019-10-09,18,0.756
"(830, 17, '0')",0,,1800.000,0.178,40,441461376,[],LWRLK,1913,200.000,4,40,0.119,0.150,4.000,0.178,1800.000,441461376.000,16.777,26.719,19.729,0.487,18.641,2.211,0.112,0.311,0.000,0.069,0.005,0.112,0.000,67.240,34.200,0,1,0,2019-10-09,18,0.382
"(865, 17, '0')",0,,1800.000,0.129,40,441679102,[],LWRLK,1993,200.000,4,40,0.086,0.150,4.000,0.129,1800.000,441679102.000,14.447,26.098,21.282,1.090,18.641,4.226,0.199,0.311,0.000,0.339,0.115,0.199,0.000,67.240,34.200,0,0,0,2019-10-09,18,0.277
"(493, 250, '0')",1,1399.000,1800.000,0.117,55,,"[601215, 602215]",LWRLK,17,180.000,1,55,0.107,0.150,4.000,0.117,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.205,21.100,0,0,1,2019-10-09,18,0.117
"(253, 250, '0')",1,1602.400,2400.000,0.806,65,1626706657,[602215],LWRLK,617,200.000,3,65,0.873,0.150,4.000,0.806,2400.000,1626706657.000,18.641,37.904,21.282,0.700,20.505,1.243,0.058,0.311,0.000,0.047,0.002,0.058,0.000,42.205,21.100,20,0,2,2019-10-09,18,2.554
"(7, 559, '0')",0,,1800.000,0.121,45,441458238,[],LWRLK,18,200.000,3,45,0.091,0.150,4.000,0.121,1800.000,441458238.000,17.243,29.826,24.700,0.665,21.127,3.060,0.124,0.311,0.000,0.123,0.015,0.124,0.000,66.653,34.400,0,0,0,2019-10-09,18,0.257
"(8, 640, '0')",1,658.000,2400.000,0.344,65,1626704618,[602345],LWRLK,19,200.000,4,65,0.373,0.150,4.000,0.344,2400.000,1626704618.000,65.865,62.758,60.894,0.445,68.351,1.829,0.030,0.000,0.000,0.010,0.000,0.030,0.000,36.042,24.600,16,0,0,2019-10-09,18,0.327
"(105, 82, '0')",0,,1800.000,0.043,35,,[],LWRLK,20,180.000,1,35,0.025,0.150,4.000,0.043,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,1,2019-10-09,18,0.043
"(105, 23, '0')",0,,1800.000,0.119,45,429471468,[],LWRLK,254,200.000,3,45,0.089,0.150,4.000,0.119,1800.000,429471468.000,13.826,26.719,24.855,0.225,15.534,2.346,0.094,0.879,0.000,0.038,0.001,0.094,0.000,66.653,34.400,0,0,2,2019-10-09,18,0.344
"(62, 23, '0')",0,,1800.000,0.136,45,1626735696,[],LWRLK,165,200.000,2,45,0.102,0.150,4.000,0.136,1800.000,1626735696.000,9.010,29.826,24.700,0.522,13.049,3.676,0.149,0.311,0.000,0.207,0.043,0.149,0.000,66.653,34.400,0,0,1,2019-10-09,18,0.468
"(95, 23, '0')",0,,1800.000,0.439,25,1626615745,[],LWRLK,234,200.000,2,25,0.183,0.150,4.000,0.439,1800.000,1626615745.000,24.233,39.768,33.399,0.375,29.826,4.893,0.146,1.378,0.000,0.076,0.006,0.146,0.000,66.653,34.400,1,0,1,2019-10-09,18,0.368
"(9, 708, '0')",0,,1800.000,0.105,35,170451683,[],LWRLK,21,180.000,2,35,0.061,0.150,4.000,0.105,1800.000,170451683.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,1,2019-10-09,18,0.105
"(707, 708, '0')",0,,1800.000,0.146,45,441679176,[],LWRLK,1632,200.000,5,45,0.109,0.150,4.000,0.146,1800.000,441679176.000,14.913,24.855,17.709,0.575,16.777,2.211,0.125,0.621,0.000,0.090,0.008,0.125,0.000,66.653,34.400,0,0,1,2019-10-09,18,0.391
"(737, 708, '0')",0,,1800.000,0.118,45,441679174,[],LWRLK,1695,200.000,4,45,0.088,0.150,4.000,0.118,1800.000,441679174.000,16.000,19.884,13.981,0.353,19.263,2.654,0.190,0.621,0.000,0.063,0.004,0.190,0.000,66.653,34.400,0,0,1,2019-10-09,18,0.275
"(9, 1230, '0')",0,,inf,0.000,99999,,[],PQULK,26,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-09,18,0.000
"(82, 237, '0')",0,,1800.000,0.059,55,,[],LWRLK,22,180.000,1,55,0.054,0.150,4.000,0.059,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,0,2019-10-09,18,0.059
"(144, 237, '0')",0,,2400.000,0.396,65,1626615940,[],LWRLK,356,200.000,2,65,0.429,0.150,4.000,0.396,2400.000,1626615940.000,68.972,64.001,62.448,0.185,70.215,2.092,0.033,0.359,0.000,0.010,0.000,0.033,0.000,66.653,34.400,4,0,2,2019-10-09,18,0.367
"(62, 144, '0')",0,,2000.000,0.209,25,1626615706,[],LWRLK,23,180.000,1,25,0.087,0.150,4.000,0.209,2000.000,1626615706.000,17.398,26.719,24.855,0.348,18.641,1.015,0.041,0.879,0.000,0.021,0.000,0.041,0.000,66.653,34.400,0,0,0,2019-10-09,18,0.280
"(48, 144, '0')",0,,2400.000,0.325,65,1626615688,[],LWRLK,125,200.000,2,65,0.352,0.150,4.000,0.325,2400.000,1626615688.000,70.681,65.865,65.555,0.250,72.079,1.061,0.016,0.359,0.000,0.000,0.000,0.016,0.000,66.653,34.400,0,0,0,2019-10-09,18,0.293
"(57, 55, '0')",0,,1800.000,0.098,45,429471470,[],LWRLK,150,200.000,3,45,0.074,0.150,4.000,0.098,1800.000,429471470.000,14.447,22.991,24.078,0.245,19.884,4.955,0.206,0.782,0.000,0.082,0.007,0.206,0.000,93.828,31.100,0,0,2,2019-10-09,18,0.222
"(56, 55, '0')",0,,1800.000,0.178,45,1626751626,[],LWRLK,146,200.000,3,45,0.134,0.150,4.000,0.178,1800.000,1626751626.000,10.563,24.233,23.923,0.443,14.913,4.027,0.168,0.621,0.000,0.166,0.027,0.168,0.000,93.828,31.100,0,0,2,2019-10-09,18,0.538
"(93, 55, '0')",0,,1800.000,0.242,35,1626615921,[],LWRLK,231,180.000,2,35,0.141,0.150,4.000,0.242,1800.000,1626615921.000,30.603,31.690,30.913,0.325,32.311,1.711,0.055,0.782,0.000,0.021,0.000,0.055,0.000,93.828,31.100,0,0,1,2019-10-09,18,0.262
"(580, 142, '0')",1,1742.000,2400.000,2.113,65,170326096,[602541],LWRLK,27,180.000,2,65,2.289,0.150,4.000,2.113,2400.000,170326096.000,70.681,66.487,65.555,0.530,72.700,2.053,0.031,0.359,0.000,0.014,0.000,0.031,0.000,66.653,34.400,0,0,0,2019-10-09,18,1.889
"(12, 77, '0')",1,79.000,2400.000,0.281,65,1626749030,[601529],LWRLK,28,200.000,3,65,0.304,0.150,4.000,0.281,2400.000,1626749030.000,70.836,67.108,64.623,0.718,72.700,1.342,0.021,0.717,0.000,0.013,0.000,0.021,0.000,14.243,24.900,1,0,1,2019-10-09,18,0.251
"(143, 579, '0')",1,1591.000,2400.000,2.113,65,,[601541],LWRLK,29,180.000,2,65,2.289,0.150,4.000,2.113,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,0,2019-10-09,18,2.113
"(1217, 10, '0')",0,,1800.000,0.146,25,1626721540,[],LWRLK,30,180.000,1,25,0.061,0.150,4.000,0.146,1800.000,1626721540.000,20.661,24.855,19.263,1.163,27.340,4.633,0.240,0.000,0.000,0.226,0.051,0.240,0.000,39.191,28.700,0,0,1,2019-10-09,18,0.134
"(561, 10, '0')",0,,inf,0.000,99999,,[],PQULK,51,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-09,18,0.000
"(1217, 1196, '0')",0,,1800.000,0.171,45,1626721540,[],LWRLK,2813,200.000,3,45,0.128,0.150,4.000,0.171,1800.000,1626721540.000,20.661,24.855,19.263,1.163,27.340,4.633,0.240,0.000,0.000,0.226,0.051,0.240,0.000,39.191,28.700,0,0,1,2019-10-09,18,0.282
"(14, 414, '0')",0,,2400.000,0.185,65,1626686499,[],LWRLK,31,200.000,4,65,0.200,0.150,4.000,0.185,2400.000,1626686499.000,67.885,64.001,62.137,0.410,68.972,1.378,0.022,0.000,0.000,0.012,0.000,0.022,0.000,27.250,25.900,2,0,4,2019-10-09,18,0.174
"(577, 580, '0')",0,,2400.000,1.815,65,,[],LWRLK,32,180.000,2,65,1.966,0.150,4.000,1.815,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,31.779,0,0,0,2019-10-09,18,1.815
"(15, 14, '0')",0,,2400.000,0.084,65,1626686499,[],LWRLK,33,200.000,3,65,0.091,0.150,4.000,0.084,2400.000,1626686499.000,67.885,64.001,62.137,0.410,68.972,1.378,0.022,0.000,0.000,0.012,0.000,0.022,0.000,27.250,25.900,6,0,0,2019-10-09,18,0.079
"(579, 647, '0')",0,,2400.000,1.815,65,,[],LWRLK,34,180.000,2,65,1.966,0.150,4.000,1.815,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,31.779,0,0,1,2019-10-09,18,1.815
"(16, 221, '0')",0,,1800.000,0.188,40,449892027,[],LWRLK,35,200.000,5,40,0.125,0.150,4.000,0.188,1800.000,449892027.000,14.758,29.826,19.729,1.035,16.777,1.553,0.079,0.311,0.000,0.095,0.009,0.079,0.000,64.773,40.400,0,1,1,2019-10-09,18,0.447
"(873, 221, '0')",0,,1800.000,0.180,40,441679086,[],LWRLK,2006,200.000,3,40,0.120,0.150,4.000,0.180,1800.000,441679086.000,8.699,24.855,18.641,0.388,11.185,1.683,0.090,0.717,0.000,0.063,0.004,0.090,0.000,64.773,40.400,0,0,2,2019-10-09,18,0.642
"(904, 221, '0')",0,,1800.000,0.239,40,441679085,[],LWRLK,2087,200.000,4,40,0.159,0.150,4.000,0.239,1800.000,441679085.000,15.690,24.855,19.418,0.460,21.127,4.346,0.224,0.311,0.000,0.138,0.019,0.224,0.000,64.773,40.400,0,1,1,2019-10-09,18,0.452
"(1308, 221, '0')",0,,1800.000,0.131,40,449892015,[],LWRLK,3012,200.000,5,40,0.087,0.150,4.000,0.131,1800.000,449892015.000,22.680,25.476,16.622,0.682,26.098,3.814,0.229,0.311,0.000,0.130,0.017,0.229,0.000,64.773,40.400,0,0,1,2019-10-09,18,0.201
"(16, 895, '0')",0,,1800.000,0.596,40,449892015,[],LWRLK,36,200.000,3,40,0.397,0.150,4.000,0.596,1800.000,449892015.000,22.680,25.476,16.622,0.682,26.098,3.814,0.229,0.311,0.000,0.130,0.017,0.229,0.000,64.773,40.400,0,2,2,2019-10-09,18,0.914
"(111, 895, '0')",0,,inf,0.000,99999,,[],PQULK,535,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-09,18,0.000
"(17, 1250, '0')",0,,1800.000,0.224,40,441679107,[],LWRLK,37,200.000,2,40,0.149,0.150,4.000,0.224,1800.000,441679107.000,16.466,26.098,21.282,0.343,21.127,3.605,0.169,0.311,0.000,0.074,0.005,0.169,0.000,67.240,34.200,0,1,0,2019-10-09,18,0.424
"(1252, 1250, '0')",0,,1800.000,0.205,25,441679109,[],LWRLK,2895,200.000,1,25,0.085,0.150,4.000,0.205,1800.000,441679109.000,24.233,27.962,19.418,0.283,27.340,2.211,0.114,0.311,0.000,0.024,0.001,0.114,0.000,67.240,34.200,0,0,0,2019-10-09,18,0.188
"(570, 1250, '0')",0,,inf,0.000,99999,,[],PQULK,4289,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-09,18,0.000
"(17, 6, '0')",0,,1800.000,0.209,40,1626728177,[],LWRLK,39,200.000,3,40,0.140,0.150,4.000,0.209,1800.000,1626728177.000,12.583,24.233,15.224,0.807,16.777,2.842,0.187,0.621,0.000,0.155,0.024,0.187,0.000,36.974,29.000,1,0,1,2019-10-09,18,0.499
"(539, 6, '0')",0,,1800.000,0.216,40,1626698650,[],LWRLK,1290,200.000,2,40,0.144,0.150,4.000,0.216,1800.000,1626698650.000,11.806,19.884,11.651,0.880,13.670,1.829,0.157,0.311,0.000,0.122,0.015,0.157,0.000,36.974,29.000,0,0,2,2019-10-09,18,0.631
"(17, 1275, '0')",0,,1800.000,0.268,40,441679103,[],LWRLK,40,200.000,2,40,0.179,0.150,4.000,0.268,1800.000,441679103.000,27.651,26.719,19.729,0.538,29.204,1.293,0.066,0.311,0.000,0.022,0.000,0.066,0.000,67.240,34.200,0,0,0,2019-10-09,18,0.368
"(17, 213, '0')",0,,1800.000,0.223,40,441679106,[],LWRLK,42,200.000,2,40,0.149,0.150,4.000,0.223,1800.000,441679106.000,24.700,19.884,11.651,0.250,26.719,3.636,0.312,0.311,0.000,0.047,0.002,0.312,0.000,67.240,34.200,0,0,0,2019-10-09,18,0.334
"(847, 213, '0')",0,,1800.000,0.438,40,1626687882,[],LWRLK,1954,200.000,2,40,0.292,0.150,4.000,0.438,1800.000,1626687882.000,29.981,31.069,20.195,0.735,33.554,2.400,0.119,0.621,0.000,0.057,0.003,0.119,0.000,67.240,34.200,0,0,5,2019-10-09,18,0.522
"(712, 728, '0')",0,,1800.000,0.206,40,1626631223,[],LWRLK,38,180.000,2,40,0.137,0.150,4.000,0.206,1800.000,1626631223.000,40.700,41.010,39.146,0.320,41.010,0.359,0.009,0.000,0.000,0.000,0.000,0.009,0.000,66.653,34.400,0,0,0,2019-10-09,18,0.200
"(712, 706, '0')",0,,1800.000,0.118,40,400072808,[],LWRLK,1646,200.000,5,40,0.078,0.150,4.000,0.118,1800.000,400072808.000,12.427,31.069,30.447,0.520,19.263,4.566,0.150,0.717,0.000,0.134,0.018,0.150,0.000,66.653,34.400,0,0,1,2019-10-09,18,0.244
"(703, 706, '0')",0,,1800.000,0.183,45,441679177,[],LWRLK,1619,200.000,5,45,0.137,0.150,4.000,0.183,1800.000,441679177.000,29.204,29.826,24.700,0.497,34.175,4.394,0.178,0.311,0.000,0.076,0.006,0.178,0.000,66.653,34.400,0,0,1,2019-10-09,18,0.240
"(715, 706, '0')",0,,1800.000,0.134,40,449897473,[],LWRLK,1649,200.000,5,40,0.089,0.150,4.000,0.134,1800.000,449897473.000,18.952,26.098,23.301,0.945,24.233,4.011,0.172,1.190,0.000,0.180,0.032,0.172,0.000,66.653,34.400,0,0,1,2019-10-09,18,0.220
"(717, 706, '0')",0,,1800.000,0.163,50,441450989,[],LWRLK,1653,200.000,6,50,0.136,0.150,4.000,0.163,1800.000,441450989.000,25.476,36.040,26.874,1.085,30.447,5.895,0.219,0.782,0.000,0.305,0.093,0.219,0.000,66.653,34.400,0,0,1,2019-10-09,18,0.268
"(729, 712, '0')",0,,1800.000,0.206,40,400072808,[],LWRLK,41,180.000,2,40,0.137,0.150,4.000,0.206,1800.000,400072808.000,12.427,31.069,30.447,0.520,19.263,4.566,0.150,0.717,0.000,0.134,0.018,0.150,0.000,66.653,34.400,0,0,0,2019-10-09,18,0.427
"(706, 712, '0')",0,,1800.000,0.118,40,400072807,[],LWRLK,1625,200.000,2,40,0.078,0.150,4.000,0.118,1800.000,400072807.000,16.156,26.098,23.301,0.203,18.641,2.537,0.109,1.190,0.000,0.032,0.001,0.109,0.000,66.653,34.400,0,0,1,2019-10-09,18,0.252
"(70, 147, '0')",1,1006.500,1800.000,0.200,50,,"[601217, 601219]",LWRLK,43,180.000,1,50,0.167,0.150,4.000,0.200,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93.828,31.100,0,0,0,2019-10-09,18,0.200
"(18, 1303, '0')",0,,1800.000,0.068,40,429471495,[],LWRLK,44,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,429471495.000,12.272,31.069,23.301,0.240,15.534,2.556,0.110,0.621,0.000,0.050,0.002,0.110,0.000,45.536,33.100,0,0,1,2019-10-09,18,0.174
"(34, 1303, '0')",0,,1800.000,0.068,40,429471496,[],LWRLK,90,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,429471496.000,14.758,26.719,17.243,0.253,16.156,1.634,0.095,0.932,0.000,0.033,0.001,0.095,0.000,30.907,26.700,1,0,2,2019-10-09,18,0.167
"(18, 5, '0')",0,,1800.000,0.053,40,1626648707,[],LWRLK,45,200.000,3,40,0.036,0.150,4.000,0.053,1800.000,1626648707.000,14.292,26.098,18.330,0.455,16.777,2.685,0.146,1.190,0.000,0.102,0.010,0.146,0.000,45.536,33.100,8,0,7,2019-10-09,18,0.127
"(150, 32, '0')",0,,1800.000,0.305,50,1626644298,[],LWRLK,46,180.000,1,50,0.254,0.150,4.000,0.305,1800.000,1626644298.000,13.670,24.855,13.670,1.065,14.292,0.717,0.052,0.717,0.000,0.040,0.002,0.052,0.000,24.821,46.000,3,0,0,2019-10-09,18,1.066
