link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,date,hour,tf_inrix
"(0, 1621, '0')",0,,1800.000,0.098,45,1626615977,[],LWRLK,1,200.000,5,45,0.073,0.150,4.000,0.098,1800.000,1626615977.000,14.602,18.020,15.224,0.705,21.127,5.186,0.341,0.621,0.000,0.244,0.060,0.341,0.000,93.828,31.100,0,0,1,2019-10-13,17,0.208
"(61, 93, '0')",0,,1800.000,0.169,50,1626615885,[],LWRLK,2,200.000,2,50,0.141,0.150,4.000,0.169,1800.000,1626615885.000,33.554,36.040,25.632,0.545,37.904,3.086,0.120,0.932,0.000,0.045,0.002,0.120,0.000,66.653,34.400,2,0,0,2019-10-13,17,0.223
"(61, 51, '0')",0,,2400.000,0.396,65,,[],LWRLK,160,200.000,2,65,0.429,0.150,4.000,0.396,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,6,0,0,2019-10-13,17,0.396
"(57, 51, '0')",0,,2000.000,0.192,25,1626615921,[],LWRLK,25,180.000,1,25,0.080,0.150,4.000,0.192,2000.000,1626615921.000,29.049,31.690,31.224,0.343,31.690,3.303,0.106,0.311,0.000,0.039,0.001,0.106,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.151
"(708, 9, '0')",0,,1800.000,0.105,35,170250231,[],LWRLK,3,180.000,2,35,0.061,0.150,4.000,0.105,1800.000,170250231.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.105
"(319, 9, '0')",0,,inf,0.000,99999,,[],PQULK,24,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-13,17,0.000
"(708, 738, '0')",0,,1800.000,0.123,45,441459740,[],LWRLK,1633,200.000,2,45,0.092,0.150,4.000,0.123,1800.000,441459740.000,9.942,19.263,16.466,0.900,10.563,0.507,0.031,0.359,0.000,0.024,0.001,0.031,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.524
"(708, 733, '0')",0,,1800.000,0.199,45,441459739,[],LWRLK,1636,200.000,2,45,0.149,0.150,4.000,0.199,1800.000,441459739.000,25.787,24.855,20.816,0.275,29.204,2.708,0.130,0.621,0.000,0.033,0.001,0.130,0.000,66.653,34.400,0,0,2,2019-10-13,17,0.306
"(1556, 1731, '0')",0,,inf,0.000,99999,,[],DMDLK,4,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-13,17,0.000
"(160, 95, '0')",0,,1800.000,0.314,35,1626615745,[],LWRLK,5,180.000,2,35,0.183,0.150,4.000,0.314,1800.000,1626615745.000,30.603,39.768,34.331,0.295,34.175,3.060,0.089,0.311,0.000,0.026,0.001,0.089,0.000,66.653,34.400,0,0,0,2019-10-13,17,0.321
"(2, 43, '0')",1,855.000,1800.000,0.229,60,1626704648,[601346],LWRLK,6,200.000,1,60,0.229,0.150,4.000,0.229,1800.000,1626704648.000,70.370,64.001,68.662,0.693,72.700,1.855,0.027,1.190,0.000,0.022,0.000,0.027,0.000,14.243,24.900,9,0,2,2019-10-13,17,0.189
"(99, 43, '0')",1,1691.000,2400.000,0.210,65,1626704648,[601346],LWRLK,242,200.000,3,65,0.228,0.150,4.000,0.210,2400.000,1626704648.000,70.370,64.001,68.662,0.693,72.700,1.855,0.027,1.190,0.000,0.022,0.000,0.027,0.000,21.600,26.000,14,0,0,2019-10-13,17,0.188
"(369, 164, '0')",1,1359.000,1800.000,0.035,60,1626729452,[601209],LWRLK,7,180.000,1,60,0.035,0.150,4.000,0.035,1800.000,1626729452.000,66.487,62.758,68.040,0.305,68.351,1.604,0.024,0.621,0.000,0.010,0.000,0.024,0.000,20.750,29.300,0,0,0,2019-10-13,17,0.031
"(669, 164, '0')",1,1553.000,2400.000,0.210,65,1626729452,[601209],LWRLK,1552,200.000,3,65,0.227,0.150,4.000,0.210,2400.000,1626729452.000,66.487,62.758,68.040,0.305,68.351,1.604,0.024,0.621,0.000,0.010,0.000,0.024,0.000,20.750,29.300,1,0,0,2019-10-13,17,0.199
"(3, 38, '0')",1,867.000,1800.000,0.089,55,,"[601411, 602411]",LWRLK,8,200.000,1,55,0.082,0.150,4.000,0.089,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.434,24.500,0,0,0,2019-10-13,17,0.089
"(3, 19, '0')",1,4252.000,2400.000,0.167,60,,[601411],LWRLK,9,200.000,3,60,0.167,0.150,4.000,0.167,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.434,24.500,0,0,0,2019-10-13,17,0.167
"(4, 465, '0')",0,,2400.000,0.537,60,441671213,[],LWRLK,10,200.000,3,60,0.537,0.150,4.000,0.537,2400.000,441671213.000,33.554,26.719,24.389,0.155,34.797,1.522,0.062,0.311,0.000,0.010,0.000,0.062,0.000,42.500,36.500,0,1,1,2019-10-13,17,0.926
"(361, 412, '0')",1,494.000,1800.000,0.021,55,400421634,[602210],LWRLK,11,180.000,1,55,0.019,0.150,4.000,0.021,1800.000,400421634.000,67.419,62.758,68.972,0.260,69.594,1.644,0.024,0.000,0.000,0.012,0.000,0.024,0.000,20.750,29.300,2,0,0,2019-10-13,17,0.016
"(205, 412, '0')",1,494.000,2400.000,0.286,65,400421634,[602210],LWRLK,489,200.000,3,65,0.310,0.150,4.000,0.286,2400.000,400421634.000,67.419,62.758,68.972,0.260,69.594,1.644,0.024,0.000,0.000,0.012,0.000,0.024,0.000,20.750,29.300,7,0,2,2019-10-13,17,0.267
"(473, 4, '0')",1,1318.000,1800.000,0.156,60,1626686637,"[601413, 602413]",LWRLK,12,180.000,1,60,0.156,0.150,4.000,0.156,1800.000,1626686637.000,65.244,65.244,67.729,0.595,67.729,2.325,0.034,0.000,0.000,0.026,0.001,0.034,0.000,42.500,36.500,8,0,2,2019-10-13,17,0.138
"(252, 4, '0')",1,1696.600,2400.000,0.519,60,1626631905,[602413],LWRLK,614,200.000,3,60,0.519,0.150,4.000,0.519,2400.000,1626631905.000,66.021,65.244,67.263,0.245,68.972,2.053,0.031,0.311,0.000,0.010,0.000,0.031,0.000,42.205,21.100,26,0,3,2019-10-13,17,0.451
"(5, 519, '0')",0,,1800.000,0.019,35,429471497,[],LWRLK,13,200.000,1,35,0.011,0.150,4.000,0.019,1800.000,429471497.000,11.651,21.127,11.185,0.193,19.263,5.233,0.468,0.000,0.000,0.072,0.005,0.468,0.000,45.536,33.100,0,0,0,2019-10-13,17,0.034
"(5, 35, '0')",0,,1800.000,0.017,40,1626736434,[],LWRLK,14,200.000,3,40,0.012,0.150,4.000,0.017,1800.000,1626736434.000,9.787,21.127,11.185,0.843,11.185,1.061,0.095,0.000,0.000,0.096,0.009,0.095,0.000,45.536,33.100,0,0,1,2019-10-13,17,0.062
"(91, 35, '0')",0,,1800.000,0.156,40,429473541,[],LWRLK,225,200.000,3,40,0.104,0.150,4.000,0.156,1800.000,429473541.000,18.330,24.855,14.292,0.145,27.962,6.586,0.461,0.000,0.000,0.049,0.002,0.461,0.000,45.536,33.100,0,0,2,2019-10-13,17,0.223
"(510, 35, '0')",0,,1800.000,0.056,35,1626613838,[],LWRLK,1231,200.000,3,35,0.032,0.150,4.000,0.056,1800.000,1626613838.000,29.981,34.175,28.738,0.298,32.311,2.053,0.071,2.346,0.000,0.026,0.001,0.071,0.000,45.536,33.100,0,0,1,2019-10-13,17,0.060
"(6, 539, '0')",0,,1800.000,0.216,40,1626728177,[],LWRLK,15,200.000,3,40,0.144,0.150,4.000,0.216,1800.000,1626728177.000,17.709,24.233,19.263,0.603,26.098,6.203,0.322,0.000,0.000,0.186,0.035,0.322,0.000,36.974,29.000,0,0,2,2019-10-13,17,0.331
"(166, 539, '0')",0,,1800.000,0.132,40,1626667843,[],LWRLK,406,200.000,3,40,0.088,0.150,4.000,0.132,1800.000,1626667843.000,16.622,19.884,14.913,0.345,21.127,3.775,0.253,0.000,0.000,0.073,0.005,0.253,0.000,36.974,29.000,2,0,2,2019-10-13,17,0.249
