link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,date,hour,tf_inrix
"(557, 539, '0')",0,,1800.000,0.256,35,1626747729,[],LWRLK,1327,200.000,3,35,0.149,0.150,4.000,0.256,1800.000,1626747729.000,13.826,14.913,13.826,0.905,16.156,2.175,0.157,2.175,0.000,0.146,0.021,0.157,0.000,36.974,29.000,0,0,1,2019-10-13,17,0.554
"(6, 17, '0')",0,,1800.000,0.209,40,1626698650,[],LWRLK,16,200.000,4,40,0.140,0.150,4.000,0.209,1800.000,1626698650.000,17.864,19.884,14.913,0.593,22.369,3.263,0.219,0.000,0.000,0.097,0.009,0.219,0.000,36.974,29.000,1,0,1,2019-10-13,17,0.375
"(213, 17, '0')",0,,1800.000,0.223,40,441679111,[],LWRLK,517,200.000,4,40,0.149,0.150,4.000,0.223,1800.000,441679111.000,29.049,31.069,29.826,0.280,37.282,8.280,0.278,0.879,0.000,0.098,0.010,0.278,0.000,67.240,34.200,0,0,0,2019-10-13,17,0.240
"(830, 17, '0')",0,,1800.000,0.178,40,441461376,[],LWRLK,1913,200.000,4,40,0.119,0.150,4.000,0.178,1800.000,441461376.000,21.127,26.719,28.272,0.408,27.962,6.615,0.234,1.190,0.000,0.128,0.016,0.234,0.000,67.240,34.200,0,1,0,2019-10-13,17,0.255
"(865, 17, '0')",0,,1800.000,0.129,40,441679102,[],LWRLK,1993,200.000,4,40,0.086,0.150,4.000,0.129,1800.000,441679102.000,30.913,26.098,26.719,0.500,40.389,7.650,0.286,0.000,0.000,0.119,0.014,0.286,0.000,67.240,34.200,0,0,0,2019-10-13,17,0.128
"(493, 250, '0')",1,1191.500,1800.000,0.117,55,,"[601215, 602215]",LWRLK,17,180.000,1,55,0.107,0.150,4.000,0.117,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.205,21.100,0,0,1,2019-10-13,17,0.117
"(253, 250, '0')",1,1451.600,2400.000,0.806,65,1626706657,[602215],LWRLK,617,200.000,3,65,0.873,0.150,4.000,0.806,2400.000,1626706657.000,31.069,37.904,32.933,0.422,34.797,2.825,0.086,1.015,0.000,0.038,0.001,0.086,0.000,42.205,21.100,20,0,2,2019-10-13,17,1.505
"(7, 559, '0')",0,,1800.000,0.121,45,441458238,[],LWRLK,18,200.000,3,45,0.091,0.150,4.000,0.121,1800.000,441458238.000,16.622,29.826,23.923,0.665,18.641,1.989,0.083,0.621,0.000,0.075,0.006,0.083,0.000,66.653,34.400,0,0,0,2019-10-13,17,0.292
"(8, 640, '0')",1,616.000,2400.000,0.344,65,1626704618,[602345],LWRLK,19,200.000,4,65,0.373,0.150,4.000,0.344,2400.000,1626704618.000,68.040,62.758,68.662,0.430,68.972,0.802,0.012,0.621,0.000,0.000,0.000,0.012,0.000,36.042,24.600,16,0,0,2019-10-13,17,0.324
"(105, 82, '0')",0,,1800.000,0.043,35,,[],LWRLK,20,180.000,1,35,0.025,0.150,4.000,0.043,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.043
"(105, 23, '0')",0,,1800.000,0.119,45,429471468,[],LWRLK,254,200.000,3,45,0.089,0.150,4.000,0.119,1800.000,429471468.000,22.214,26.719,26.098,0.138,26.098,4.434,0.170,0.000,0.000,0.029,0.001,0.170,0.000,66.653,34.400,0,0,2,2019-10-13,17,0.205
"(62, 23, '0')",0,,1800.000,0.136,45,1626735696,[],LWRLK,165,200.000,2,45,0.102,0.150,4.000,0.136,1800.000,1626735696.000,8.699,29.826,23.923,0.542,13.670,3.930,0.164,0.621,0.000,0.225,0.051,0.164,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.447
"(95, 23, '0')",0,,1800.000,0.439,25,1626615745,[],LWRLK,234,200.000,2,25,0.183,0.150,4.000,0.439,1800.000,1626615745.000,30.603,39.768,34.331,0.295,34.175,3.060,0.089,0.311,0.000,0.026,0.001,0.089,0.000,66.653,34.400,1,0,1,2019-10-13,17,0.321
"(9, 708, '0')",0,,1800.000,0.105,35,170451683,[],LWRLK,21,180.000,2,35,0.061,0.150,4.000,0.105,1800.000,170451683.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.105
"(707, 708, '0')",0,,1800.000,0.146,45,441679176,[],LWRLK,1632,200.000,5,45,0.109,0.150,4.000,0.146,1800.000,441679176.000,16.311,24.855,20.816,0.555,18.641,4.256,0.204,0.621,0.000,0.197,0.039,0.204,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.352
"(737, 708, '0')",0,,1800.000,0.118,45,441679174,[],LWRLK,1695,200.000,4,45,0.088,0.150,4.000,0.118,1800.000,441679174.000,15.534,19.884,17.398,0.378,20.505,4.153,0.239,0.717,0.000,0.098,0.010,0.239,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.258
"(9, 1230, '0')",0,,inf,0.000,99999,,[],PQULK,26,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-13,17,0.000
"(82, 237, '0')",0,,1800.000,0.059,55,,[],LWRLK,22,180.000,1,55,0.054,0.150,4.000,0.059,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,0,2019-10-13,17,0.059
"(144, 237, '0')",0,,2400.000,0.396,65,1626615940,[],LWRLK,356,200.000,2,65,0.429,0.150,4.000,0.396,2400.000,1626615940.000,70.526,64.001,62.603,0.180,72.700,1.564,0.025,0.311,0.000,0.000,0.000,0.025,0.000,66.653,34.400,4,0,2,2019-10-13,17,0.354
"(62, 144, '0')",0,,2000.000,0.209,25,1626615706,[],LWRLK,23,180.000,1,25,0.087,0.150,4.000,0.209,2000.000,1626615706.000,26.253,26.719,26.098,0.235,28.583,2.400,0.092,0.000,0.000,0.024,0.001,0.092,0.000,66.653,34.400,0,0,0,2019-10-13,17,0.183
"(48, 144, '0')",0,,2400.000,0.325,65,1626615688,[],LWRLK,125,200.000,2,65,0.352,0.150,4.000,0.325,2400.000,1626615688.000,73.011,65.865,67.263,0.240,74.565,1.293,0.019,0.311,0.000,0.012,0.000,0.019,0.000,66.653,34.400,0,0,0,2019-10-13,17,0.283
"(57, 55, '0')",0,,1800.000,0.098,45,429471470,[],LWRLK,150,200.000,3,45,0.074,0.150,4.000,0.098,1800.000,429471470.000,13.359,22.991,19.573,0.260,15.534,2.511,0.128,0.359,0.000,0.046,0.002,0.128,0.000,93.828,31.100,0,0,2,2019-10-13,17,0.285
"(56, 55, '0')",0,,1800.000,0.178,45,1626751626,[],LWRLK,146,200.000,3,45,0.134,0.150,4.000,0.178,1800.000,1626751626.000,16.777,24.233,18.641,0.258,18.641,1.965,0.105,0.717,0.000,0.034,0.001,0.105,0.000,93.828,31.100,0,0,2,2019-10-13,17,0.430
"(93, 55, '0')",0,,1800.000,0.242,35,1626615921,[],LWRLK,231,180.000,2,35,0.141,0.150,4.000,0.242,1800.000,1626615921.000,29.049,31.690,31.224,0.343,31.690,3.303,0.106,0.311,0.000,0.039,0.001,0.106,0.000,93.828,31.100,0,0,1,2019-10-13,17,0.267
"(580, 142, '0')",1,1861.000,2400.000,2.113,65,170326096,[602541],LWRLK,27,180.000,2,65,2.289,0.150,4.000,2.113,2400.000,170326096.000,72.856,66.487,68.972,0.510,74.565,1.711,0.025,0.000,0.000,0.012,0.000,0.025,0.000,66.653,34.400,0,0,0,2019-10-13,17,1.842
"(12, 77, '0')",1,51.000,2400.000,0.281,65,1626749030,[601529],LWRLK,28,200.000,3,65,0.304,0.150,4.000,0.281,2400.000,1626749030.000,71.302,67.108,71.768,0.715,72.079,0.595,0.008,0.621,0.000,0.010,0.000,0.008,0.000,14.243,24.900,1,0,1,2019-10-13,17,0.253
"(143, 579, '0')",1,1477.000,2400.000,2.113,65,,[601541],LWRLK,29,180.000,2,65,2.289,0.150,4.000,2.113,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.653,34.400,0,0,0,2019-10-13,17,2.113
"(1217, 10, '0')",0,,1800.000,0.146,25,1626721540,[],LWRLK,30,180.000,1,25,0.061,0.150,4.000,0.146,1800.000,1626721540.000,23.146,24.855,16.777,1.012,24.855,1.553,0.093,0.000,0.000,0.063,0.004,0.093,0.000,39.191,28.700,0,0,1,2019-10-13,17,0.147
"(561, 10, '0')",0,,inf,0.000,99999,,[],PQULK,51,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-13,17,0.000
"(1217, 1196, '0')",0,,1800.000,0.171,45,1626721540,[],LWRLK,2813,200.000,3,45,0.128,0.150,4.000,0.171,1800.000,1626721540.000,23.146,24.855,16.777,1.012,24.855,1.553,0.093,0.000,0.000,0.063,0.004,0.093,0.000,39.191,28.700,0,0,1,2019-10-13,17,0.310
"(14, 414, '0')",0,,2400.000,0.185,65,1626686499,[],LWRLK,31,200.000,4,65,0.200,0.150,4.000,0.185,2400.000,1626686499.000,63.380,64.001,69.904,0.445,64.623,0.879,0.013,0.621,0.000,0.010,0.000,0.013,0.000,27.250,25.900,2,0,4,2019-10-13,17,0.186
"(577, 580, '0')",0,,2400.000,1.815,65,,[],LWRLK,32,180.000,2,65,1.966,0.150,4.000,1.815,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,31.779,0,0,0,2019-10-13,17,1.815
"(15, 14, '0')",0,,2400.000,0.084,65,1626686499,[],LWRLK,33,200.000,3,65,0.091,0.150,4.000,0.084,2400.000,1626686499.000,63.380,64.001,69.904,0.445,64.623,0.879,0.013,0.621,0.000,0.010,0.000,0.013,0.000,27.250,25.900,6,0,0,2019-10-13,17,0.084
"(579, 647, '0')",0,,2400.000,1.815,65,,[],LWRLK,34,180.000,2,65,1.966,0.150,4.000,1.815,2400.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.414,31.779,0,0,1,2019-10-13,17,1.815
"(16, 221, '0')",0,,1800.000,0.188,40,449892027,[],LWRLK,35,200.000,5,40,0.125,0.150,4.000,0.188,1800.000,449892027.000,14.136,29.826,23.457,1.120,17.398,3.102,0.132,1.378,0.000,0.243,0.059,0.132,0.000,64.773,40.400,0,1,1,2019-10-13,17,0.431
"(873, 221, '0')",0,,1800.000,0.180,40,441679086,[],LWRLK,2006,200.000,3,40,0.120,0.150,4.000,0.180,1800.000,441679086.000,13.049,24.855,16.932,0.335,26.719,9.314,0.550,0.782,0.000,0.162,0.026,0.550,0.000,64.773,40.400,0,0,2,2019-10-13,17,0.269
"(904, 221, '0')",0,,1800.000,0.239,40,441679085,[],LWRLK,2087,200.000,4,40,0.159,0.150,4.000,0.239,1800.000,441679085.000,11.185,24.855,21.748,0.615,12.427,1.522,0.070,0.000,0.000,0.085,0.007,0.070,0.000,64.773,40.400,0,1,1,2019-10-13,17,0.769
"(1308, 221, '0')",0,,1800.000,0.131,40,449892015,[],LWRLK,3012,200.000,5,40,0.087,0.150,4.000,0.131,1800.000,449892015.000,20.505,25.476,16.777,0.742,22.991,1.683,0.100,0.000,0.000,0.050,0.002,0.100,0.000,64.773,40.400,0,0,1,2019-10-13,17,0.228
"(16, 895, '0')",0,,1800.000,0.596,40,449892015,[],LWRLK,36,200.000,3,40,0.397,0.150,4.000,0.596,1800.000,449892015.000,20.505,25.476,16.777,0.742,22.991,1.683,0.100,0.000,0.000,0.050,0.002,0.100,0.000,64.773,40.400,0,2,2,2019-10-13,17,1.037
"(111, 895, '0')",0,,inf,0.000,99999,,[],PQULK,535,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-13,17,0.000
"(17, 1250, '0')",0,,1800.000,0.224,40,441679107,[],LWRLK,37,200.000,2,40,0.149,0.150,4.000,0.224,1800.000,441679107.000,26.408,26.098,26.719,0.220,34.175,7.057,0.264,0.000,0.000,0.054,0.003,0.264,0.000,67.240,34.200,0,1,0,2019-10-13,17,0.262
"(1252, 1250, '0')",0,,1800.000,0.205,25,441679109,[],LWRLK,2895,200.000,1,25,0.085,0.150,4.000,0.205,1800.000,441679109.000,31.069,27.962,29.204,0.215,36.040,5.393,0.185,0.879,0.000,0.040,0.002,0.185,0.000,67.240,34.200,0,0,0,2019-10-13,17,0.142
"(570, 1250, '0')",0,,inf,0.000,99999,,[],PQULK,4289,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2019-10-13,17,0.000
"(17, 6, '0')",0,,1800.000,0.209,40,1626728177,[],LWRLK,39,200.000,3,40,0.140,0.150,4.000,0.209,1800.000,1626728177.000,17.709,24.233,19.263,0.603,26.098,6.203,0.322,0.000,0.000,0.186,0.035,0.322,0.000,36.974,29.000,1,0,1,2019-10-13,17,0.321
"(539, 6, '0')",0,,1800.000,0.216,40,1626698650,[],LWRLK,1290,200.000,2,40,0.144,0.150,4.000,0.216,1800.000,1626698650.000,17.864,19.884,14.913,0.593,22.369,3.263,0.219,0.000,0.000,0.097,0.009,0.219,0.000,36.974,29.000,0,0,2,2019-10-13,17,0.386
"(17, 1275, '0')",0,,1800.000,0.268,40,441679103,[],LWRLK,40,200.000,2,40,0.179,0.150,4.000,0.268,1800.000,441679103.000,25.787,26.719,28.272,0.593,31.069,5.615,0.199,1.190,0.000,0.137,0.019,0.199,0.000,67.240,34.200,0,0,0,2019-10-13,17,0.346
"(17, 213, '0')",0,,1800.000,0.223,40,441679106,[],LWRLK,42,200.000,2,40,0.149,0.150,4.000,0.223,1800.000,441679106.000,26.253,19.884,14.913,0.235,29.826,3.455,0.232,0.000,0.000,0.031,0.001,0.232,0.000,67.240,34.200,0,0,0,2019-10-13,17,0.299
"(847, 213, '0')",0,,1800.000,0.438,40,1626687882,[],LWRLK,1954,200.000,2,40,0.292,0.150,4.000,0.438,1800.000,1626687882.000,34.175,31.069,29.826,0.650,39.768,4.335,0.145,0.879,0.000,0.082,0.007,0.145,0.000,67.240,34.200,0,0,5,2019-10-13,17,0.440
"(712, 728, '0')",0,,1800.000,0.206,40,1626631223,[],LWRLK,38,180.000,2,40,0.137,0.150,4.000,0.206,1800.000,1626631223.000,39.302,41.010,39.768,0.325,41.010,1.378,0.035,0.000,0.000,0.006,0.000,0.035,0.000,66.653,34.400,0,0,0,2019-10-13,17,0.200
"(712, 706, '0')",0,,1800.000,0.118,40,400072808,[],LWRLK,1646,200.000,5,40,0.078,0.150,4.000,0.118,1800.000,400072808.000,11.340,31.069,29.515,0.638,19.263,5.903,0.200,0.359,0.000,0.283,0.080,0.200,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.244
"(703, 706, '0')",0,,1800.000,0.183,45,441679177,[],LWRLK,1619,200.000,5,45,0.137,0.150,4.000,0.183,1800.000,441679177.000,23.457,29.826,23.923,0.613,28.583,3.565,0.149,0.621,0.000,0.079,0.006,0.149,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.287
"(715, 706, '0')",0,,1800.000,0.134,40,449897473,[],LWRLK,1649,200.000,5,40,0.089,0.150,4.000,0.134,1800.000,449897473.000,15.845,26.098,28.583,1.167,20.505,4.350,0.152,0.717,0.000,0.353,0.125,0.152,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.261
"(717, 706, '0')",0,,1800.000,0.163,50,441450989,[],LWRLK,1653,200.000,6,50,0.136,0.150,4.000,0.163,1800.000,441450989.000,31.379,36.040,26.719,0.830,32.311,0.802,0.030,0.000,0.000,0.014,0.000,0.030,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.252
"(729, 712, '0')",0,,1800.000,0.206,40,400072808,[],LWRLK,41,180.000,2,40,0.137,0.150,4.000,0.206,1800.000,400072808.000,11.340,31.069,29.515,0.638,19.263,5.903,0.200,0.359,0.000,0.283,0.080,0.200,0.000,66.653,34.400,0,0,0,2019-10-13,17,0.427
"(706, 712, '0')",0,,1800.000,0.118,40,400072807,[],LWRLK,1625,200.000,2,40,0.078,0.150,4.000,0.118,1800.000,400072807.000,17.864,26.098,28.583,0.208,26.098,6.564,0.230,0.717,0.000,0.074,0.005,0.230,0.000,66.653,34.400,0,0,1,2019-10-13,17,0.180
"(70, 147, '0')",1,1316.500,1800.000,0.200,50,,"[601217, 601219]",LWRLK,43,180.000,1,50,0.167,0.150,4.000,0.200,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93.828,31.100,0,0,0,2019-10-13,17,0.200
"(18, 1303, '0')",0,,1800.000,0.068,40,429471495,[],LWRLK,44,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,429471495.000,20.039,31.069,26.719,0.170,34.175,9.777,0.366,0.000,0.000,0.070,0.005,0.366,0.000,45.536,33.100,0,0,1,2019-10-13,17,0.079
"(34, 1303, '0')",0,,1800.000,0.068,40,429471496,[],LWRLK,90,200.000,3,40,0.045,0.150,4.000,0.068,1800.000,429471496.000,19.107,26.719,16.156,0.203,22.991,4.256,0.263,1.522,0.000,0.039,0.002,0.263,0.000,30.907,26.700,1,0,2,2019-10-13,17,0.117
"(18, 5, '0')",0,,1800.000,0.053,40,1626648707,[],LWRLK,45,200.000,3,40,0.036,0.150,4.000,0.053,1800.000,1626648707.000,17.554,26.098,15.845,0.365,21.748,3.565,0.225,0.621,0.000,0.072,0.005,0.225,0.000,45.536,33.100,8,0,7,2019-10-13,17,0.098
"(150, 32, '0')",0,,1800.000,0.305,50,1626644298,[],LWRLK,46,180.000,1,50,0.254,0.150,4.000,0.305,1800.000,1626644298.000,19.884,24.855,19.884,0.725,21.127,0.879,0.044,0.879,0.000,0.033,0.001,0.044,0.000,24.821,46.000,3,0,0,2019-10-13,17,0.721
