link_key,speed_max,tt_avg,speed_sd,median_age,speed_ref_avg,inrix_id,road_closures,tt_sd,speed_hist_sd,incidents,tt_var,speed_hist_avg,speed_cv,bus_stops,tt_cv,median_inc,speed_avg,intersections,speed_ref_sd,date,hour
"(429, 390, '0')",54.059,0.238,6.117,41.800,42.875,1626677765.000,0.000,0.030,1.468,0,0.001,42.098,0.145,0,0.145,50.641,46.137,3,0.000,2020-10-06,16
"(425, 413, '0')",42.875,0.140,7.482,26.400,34.797,429471428.000,0.000,0.034,1.855,0,0.001,37.438,0.200,0,0.200,25.132,32.622,0,0.000,2020-10-06,16
"(427, 395, '0')",31.690,0.250,2.290,25.900,26.098,1626664796.000,0.000,0.016,0.621,0,0.000,25.166,0.091,0,0.091,27.250,28.738,0,0.000,2020-10-06,16
"(431, 665, '0')",19.263,0.338,1.015,29.300,18.020,449873473.000,0.000,0.022,1.015,0,0.000,18.020,0.056,0,0.056,20.750,18.020,2,0.000,2020-10-06,16
"(433, 665, '0')",0.000,0.000,0.000,29.300,0.000,,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,20.750,0.000,1,0.000,2020-10-06,16
"(431, 370, '0')",19.263,0.338,1.015,29.300,18.020,449873473.000,0.000,0.022,1.015,0,0.000,18.020,0.056,0,0.056,20.750,18.020,2,0.000,2020-10-06,16
"(435, 370, '0')",13.049,0.470,0.000,29.300,13.049,449873472.000,0.000,0.000,0.000,0,0.000,13.049,0.000,0,0.000,20.750,13.049,1,0.000,2020-10-06,16
"(431, 1607, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,2020-10-06,16
"(434, 368, '0')",13.049,0.420,0.000,29.300,13.049,441662936.000,0.000,0.000,0.000,0,0.000,13.049,0.000,0,0.000,20.750,13.049,3,0.000,2020-10-06,16
"(438, 368, '0')",19.263,0.185,1.015,29.300,18.020,449890203.000,0.000,0.010,1.015,0,0.000,18.020,0.056,0,0.056,20.750,18.020,4,0.000,2020-10-06,16
"(434, 436, '0')",0.000,0.000,0.000,29.300,0.000,,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,20.750,0.000,3,0.000,2020-10-06,16
"(434, 439, '0')",55.923,0.290,1.965,29.300,50.952,1626690077.000,0.000,0.012,0.879,0,0.000,49.088,0.040,0,0.040,20.750,53.438,3,0.000,2020-10-06,16
"(437, 439, '0')",0.000,0.000,0.000,29.300,0.000,,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,20.750,0.000,1,0.000,2020-10-06,16
"(440, 369, '0')",45.360,0.383,9.498,29.300,41.010,1626690100.000,0.000,0.109,1.435,0,0.012,43.496,0.218,0,0.218,20.750,35.729,0,0.000,2020-10-06,16
"(441, 440, '0')",55.923,0.290,1.965,29.300,50.952,1626690077.000,0.000,0.012,0.879,0,0.000,49.088,0.040,0,0.040,20.750,53.438,0,0.000,2020-10-06,16
"(444, 211, '0')",18.641,0.695,0.932,29.900,24.233,1626724975.000,0.000,0.037,0.782,0,0.001,16.000,0.058,0,0.058,39.750,17.554,1,0.000,2020-10-06,16
"(444, 449, '0')",21.748,0.365,1.134,29.900,21.748,1626656740.000,0.000,0.017,1.190,0,0.000,17.709,0.064,0,0.064,39.750,20.505,1,0.000,2020-10-06,16
"(444, 25, '0')",18.641,0.695,0.932,29.900,24.233,1626724975.000,0.000,0.037,0.782,0,0.001,16.000,0.058,0,0.058,39.750,17.554,4,0.000,2020-10-06,16
"(445, 162, '0')",61.516,0.195,0.879,39.300,62.137,1626717481.000,0.000,0.010,0.000,5,0.000,60.273,0.015,0,0.015,24.432,60.273,5,0.000,2020-10-06,16
"(445, 313, '0')",61.516,0.195,0.879,39.300,62.137,1626717481.000,0.000,0.010,0.000,5,0.000,60.273,0.015,0,0.015,24.432,60.273,5,0.000,2020-10-06,16
"(451, 29, '0')",31.690,1.015,2.269,21.300,30.447,449891993.000,0.000,0.075,0.359,0,0.006,26.408,0.086,0,0.086,23.867,29.204,1,0.000,2020-10-06,16
"(670, 29, '0')",18.641,0.550,0.932,39.300,24.233,1626738113.000,0.000,0.029,0.782,0,0.001,16.000,0.058,0,0.058,24.432,17.554,1,0.000,2020-10-06,16
"(1042, 29, '0')",31.690,1.015,2.269,45.200,30.447,449891993.000,0.000,0.075,0.359,0,0.006,26.408,0.086,0,0.086,16.994,29.204,0,0.000,2020-10-06,16
"(1044, 29, '0')",29.204,1.143,2.407,21.300,26.098,1626733628.000,0.000,0.102,0.311,0,0.010,24.700,0.097,0,0.097,23.867,26.408,0,0.000,2020-10-06,16
"(457, 467, '0')",43.496,0.020,1.644,21.100,32.933,1626735415.000,0.000,0.000,1.190,1,0.000,32.622,0.050,0,0.050,42.205,41.321,3,0.000,2020-10-06,16
"(457, 989, '0')",19.263,0.348,1.644,36.500,19.263,1626650436.000,0.000,0.038,0.359,0,0.001,14.602,0.113,0,0.113,42.500,17.709,1,0.000,2020-10-06,16
"(937, 989, '0')",23.612,1.310,0.782,36.500,26.098,1626626051.000,0.000,0.034,1.134,1,0.001,20.505,0.038,0,0.038,42.500,22.525,1,0.000,2020-10-06,16
"(458, 470, '0')",27.340,0.122,3.672,25.600,26.098,449891970.000,0.000,0.015,0.879,0,0.000,21.127,0.174,0,0.174,42.628,21.903,2,0.000,2020-10-06,16
"(982, 470, '0')",22.991,0.578,2.453,25.600,26.719,1626650416.000,0.000,0.064,0.359,0,0.004,21.437,0.114,0,0.114,42.628,20.039,1,0.000,2020-10-06,16
"(991, 470, '0')",44.117,0.487,3.814,46.800,41.010,1626632377.000,0.000,0.048,0.879,0,0.002,39.146,0.097,0,0.097,15.738,40.700,1,0.000,2020-10-06,16
