link_key,speed_ref_sd,tt_cv,tt_avg,road_closures,tt_sd,median_age,speed_avg,speed_hist_sd,median_inc,bus_stops,inrix_id,intersections,speed_cv,speed_hist_avg,speed_max,speed_ref_avg,tt_var,speed_sd,incidents,date,hour
"(542, 209, '0')",0.000,0.012,0.350,0.000,0.000,29.000,65.710,0.000,36.974,0,1626686669.000,0,0.012,64.001,66.487,65.244,0.000,0.782,1,2020-10-06,16
"(34, 1305, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1304, 1305, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(34, 893, '0')",0.000,0.057,0.395,0.000,0.019,26.700,30.292,0.782,30.907,0,1626709526.000,2,0.057,24.078,31.690,31.690,0.000,1.378,0,2020-10-06,16
"(34, 1515, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(488, 486, '0')",0.000,0.000,0.000,0.000,0.000,36.500,0.000,0.000,42.500,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(464, 461, '0')",0.000,0.141,0.295,0.000,0.037,46.800,38.525,7.157,15.738,0,1626692488.000,0,0.141,31.069,44.117,37.904,0.001,4.394,0,2020-10-06,16
"(35, 130, '0')",0.000,0.218,0.287,0.000,0.062,26.700,22.991,0.359,30.907,0,1626668854.000,7,0.218,19.573,26.098,24.855,0.004,4.275,15,2020-10-06,16
"(35, 91, '0')",0.000,0.122,0.432,0.000,0.050,33.100,18.796,0.311,45.536,0,1626736434.000,2,0.122,19.729,21.127,21.748,0.002,2.400,0,2020-10-06,16
"(1306, 91, '0')",0.000,0.218,0.112,0.000,0.025,26.700,22.991,0.359,30.907,1,429473541.000,1,0.218,19.573,26.098,24.855,0.001,4.275,0,2020-10-06,16
"(491, 493, '0')",0.000,0.000,0.000,0.000,0.000,21.100,0.000,0.000,42.205,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(477, 479, '0')",0.000,0.000,0.000,0.000,0.000,46.800,0.000,0.000,15.738,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(36, 498, '0')",0.000,0.049,0.542,0.000,0.022,33.600,17.243,1.076,41.694,0,1626664336.000,1,0.049,15.845,18.020,18.020,0.000,0.782,2,2020-10-06,16
"(36, 26, '0')",0.000,0.109,0.382,0.000,0.039,29.600,18.486,0.311,45.663,0,429471483.000,2,0.109,16.311,21.127,22.991,0.001,1.785,2,2020-10-06,16
"(36, 40, '0')",0.000,0.065,0.417,0.000,0.035,29.600,19.107,1.015,45.663,0,429472910.000,1,0.065,18.020,19.884,22.991,0.001,1.176,2,2020-10-06,16
"(495, 40, '0')",0.000,0.109,0.432,0.000,0.039,33.600,18.486,0.311,41.694,2,429473162.000,1,0.109,16.311,21.127,22.991,0.001,1.785,1,2020-10-06,16
"(483, 484, '0')",0.000,0.000,0.000,0.000,0.000,36.500,0.000,0.000,42.500,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(452, 673, '0')",0.000,0.000,0.000,0.000,0.000,24.500,0.000,0.000,17.434,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(37, 225, '0')",0.000,0.039,0.723,0.000,0.030,46.800,20.661,0.782,15.738,0,1626624727.000,1,0.039,20.039,21.748,24.855,0.001,0.782,0,2020-10-06,16
"(1364, 225, '0')",0.000,0.065,0.795,0.000,0.058,46.800,19.107,1.015,15.738,0,1626690284.000,0,0.065,18.020,19.884,22.991,0.003,1.176,0,2020-10-06,16
"(37, 97, '0')",0.000,0.065,0.363,0.000,0.025,29.600,19.107,1.015,45.663,0,429471482.000,2,0.065,18.020,19.884,22.991,0.001,1.176,2,2020-10-06,16
"(37, 247, '0')",0.000,0.083,0.237,0.000,0.029,29.600,42.719,1.479,45.663,0,1626699254.000,1,0.083,51.884,46.603,49.710,0.001,4.316,1,2020-10-06,16
"(245, 247, '0')",0.000,0.083,0.237,0.000,0.029,33.600,42.719,1.479,41.694,0,1626699254.000,1,0.083,51.884,46.603,49.710,0.001,4.316,14,2020-10-06,16
"(119, 216, '0')",0.000,0.031,0.275,0.000,0.006,29.000,23.301,0.000,36.974,0,1626623043.000,1,0.031,26.098,24.233,31.069,0.000,0.802,0,2020-10-06,16
"(46, 216, '0')",0.000,0.020,0.230,0.000,0.000,29.000,67.574,0.311,36.974,0,1626766844.000,0,0.020,67.263,69.594,67.108,0.000,1.378,0,2020-10-06,16
"(119, 118, '0')",0.000,0.079,0.095,0.000,0.010,46.000,29.360,0.879,24.821,0,429471500.000,2,0.079,26.719,32.311,34.797,0.000,2.115,0,2020-10-06,16
"(124, 118, '0')",0.000,0.057,0.270,0.000,0.014,46.000,29.049,0.782,24.821,0,170685485.000,2,0.057,25.942,31.069,34.797,0.000,1.468,0,2020-10-06,16
"(555, 118, '0')",0.000,0.064,0.325,0.000,0.021,46.000,35.263,1.864,24.821,0,1626732650.000,2,0.064,32.001,37.904,34.797,0.000,2.053,0,2020-10-06,16
"(24, 446, '0')",0.000,0.000,0.000,0.000,0.000,39.300,0.000,0.000,24.432,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(38, 39, '0')",0.000,0.000,0.000,0.000,0.000,29.900,0.000,0.000,39.750,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(424, 381, '0')",0.000,0.000,0.000,0.000,0.000,29.500,0.000,0.000,20.893,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(618, 620, '0')",0.000,0.027,0.465,0.000,0.010,28.900,64.778,0.359,30.543,0,1626654364.000,0,0.027,60.584,67.108,60.894,0.000,1.634,0,2020-10-06,16
"(417, 419, '0')",0.000,0.145,0.238,0.000,0.030,41.800,46.137,1.468,50.641,0,1626677765.000,0,0.145,42.098,54.059,42.875,0.001,6.117,0,2020-10-06,16
"(39, 444, '0')",0.000,0.112,0.315,0.000,0.031,29.900,39.923,3.745,39.750,0,1626663314.000,1,0.112,31.379,43.496,39.768,0.001,3.529,0,2020-10-06,16
"(447, 444, '0')",0.000,0.064,0.580,0.000,0.036,29.900,20.505,1.190,39.750,0,1626742922.000,2,0.064,17.709,21.748,21.748,0.001,1.134,0,2020-10-06,16
"(448, 444, '0')",0.000,0.058,0.443,0.000,0.022,29.900,17.554,0.782,39.750,0,1626715304.000,1,0.058,16.000,18.641,24.233,0.000,0.932,0,2020-10-06,16
"(40, 36, '0')",0.000,0.109,0.432,0.000,0.039,29.600,18.486,0.311,45.663,0,429473162.000,1,0.109,16.311,21.127,22.991,0.001,1.785,2,2020-10-06,16
"(497, 36, '0')",0.000,0.130,0.117,0.000,0.013,29.600,46.447,6.054,45.663,0,429471481.000,1,0.130,46.447,54.059,42.875,0.000,6.054,26,2020-10-06,16
"(97, 36, '0')",0.000,0.065,0.363,0.000,0.025,29.600,19.107,1.015,45.663,0,429471482.000,3,0.065,18.020,19.884,22.991,0.001,1.176,4,2020-10-06,16
"(40, 495, '0')",0.000,0.065,0.417,0.000,0.035,33.600,19.107,1.015,41.694,2,429472910.000,1,0.065,18.020,19.884,22.991,0.001,1.176,1,2020-10-06,16
"(224, 495, '0')",0.000,0.109,0.823,0.000,0.073,33.600,18.486,0.311,41.694,1,449891986.000,2,0.109,16.311,21.127,22.991,0.005,1.785,1,2020-10-06,16
"(909, 495, '0')",0.000,0.060,0.228,0.000,0.005,33.600,23.923,0.359,41.694,0,441679037.000,2,0.060,24.544,26.098,27.962,0.000,1.479,1,2020-10-06,16
"(939, 495, '0')",0.000,0.143,0.283,0.000,0.039,33.600,26.719,0.311,41.694,1,441679035.000,1,0.143,24.389,31.690,27.962,0.001,3.478,1,2020-10-06,16
"(657, 652, '0')",0.000,0.000,0.000,0.000,0.000,28.900,0.000,0.000,30.543,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(392, 393, '0')",0.000,0.028,0.273,0.000,0.005,29.500,32.311,0.311,20.893,0,1626677727.000,0,0.028,31.224,32.933,31.690,0.000,0.879,0,2020-10-06,16
"(21, 187, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(624, 621, '0')",0.000,0.006,0.620,0.000,0.000,28.900,65.555,0.000,30.543,0,1626666257.000,3,0.006,60.273,65.865,60.273,0.000,0.359,3,2020-10-06,16
"(288, 133, '0')",0.000,0.006,0.620,0.000,0.000,28.900,65.555,0.000,30.543,0,1626666257.000,2,0.006,60.273,65.865,60.273,0.000,0.359,1,2020-10-06,16
"(43, 179, '0')",0.000,0.024,0.278,0.000,0.005,26.000,63.069,0.000,21.600,0,1626662740.000,0,0.024,62.137,65.244,62.758,0.000,1.479,6,2020-10-06,16
"(320, 179, '0')",0.000,0.024,0.278,0.000,0.005,26.000,63.069,0.000,21.600,0,1626662740.000,0,0.024,62.137,65.244,62.758,0.000,1.479,6,2020-10-06,16
"(649, 654, '0')",0.000,0.020,0.678,0.000,0.005,28.900,64.933,0.311,30.543,0,1626667002.000,3,0.020,60.428,66.487,60.894,0.000,1.190,1,2020-10-06,16
"(44, 177, '0')",0.000,0.005,0.135,0.000,0.010,28.300,60.739,0.311,23.075,0,1626611792.000,1,0.005,60.739,60.894,62.758,0.000,0.311,8,2020-10-06,16
"(654, 603, '0')",0.000,0.047,0.482,0.000,0.024,28.900,58.254,0.000,30.543,0,1626678910.000,1,0.047,57.788,62.137,57.788,0.001,2.703,0,2020-10-06,16
"(601, 603, '0')",0.000,0.047,0.482,0.000,0.024,28.900,58.254,0.000,30.543,0,1626678910.000,1,0.047,57.788,62.137,57.788,0.001,2.703,3,2020-10-06,16
"(45, 214, '0')",0.000,0.012,0.535,0.000,0.010,29.000,65.710,0.000,36.974,0,1626686767.000,0,0.012,64.001,66.487,65.244,0.000,0.782,0,2020-10-06,16
"(295, 299, '0')",0.000,0.000,0.000,0.000,0.000,24.900,0.000,0.000,14.243,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(47, 150, '0')",0.000,0.026,0.758,0.000,0.022,28.700,65.555,0.311,39.191,0,1626615805.000,1,0.026,62.603,67.108,65.244,0.000,1.644,0,2020-10-06,16
"(312, 320, '0')",0.000,0.000,0.000,0.000,0.000,39.300,0.000,0.000,24.432,0,,3,0.000,0.000,0.000,0.000,0.000,0.000,2,2020-10-06,16
"(324, 307, '0')",0.000,0.000,0.000,0.000,0.000,24.900,0.000,0.000,14.243,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,4,2020-10-06,16
"(49, 146, '0')",0.000,0.014,0.660,0.000,0.012,28.700,66.642,0.311,39.191,0,1626766899.000,1,0.014,65.399,67.729,65.244,0.000,0.932,0,2020-10-06,16
"(326, 328, '0')",0.000,0.000,0.000,0.000,0.000,24.900,0.000,0.000,14.243,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(208, 68, '0')",0.000,0.000,0.000,0.000,0.000,24.900,0.000,0.000,14.243,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1, 68, '0')",0.000,0.000,0.000,0.000,0.000,24.900,0.000,0.000,14.243,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,1,2020-10-06,16
"(50, 219, '0')",0.000,0.026,0.758,0.000,0.022,28.700,65.555,0.311,39.191,0,1626615805.000,1,0.026,62.603,67.108,65.244,0.000,1.644,0,2020-10-06,16
"(68, 303, '0')",0.000,0.031,0.140,0.000,0.012,24.900,62.292,0.000,14.243,0,1626662822.000,2,0.031,60.273,64.623,60.273,0.000,1.855,1,2020-10-06,16
"(77, 303, '0')",0.000,0.016,0.732,0.000,0.013,24.900,69.438,0.621,14.243,0,1626749030.000,2,0.016,66.797,70.836,67.729,0.000,1.061,4,2020-10-06,16
"(51, 64, '0')",0.000,0.058,0.178,0.000,0.005,34.400,60.584,0.621,66.653,0,1626615958.000,1,0.058,53.127,64.623,57.166,0.000,3.107,0,2020-10-06,16
"(147, 64, '0')",0.000,0.064,0.340,0.000,0.024,34.400,42.098,1.378,66.653,0,399809615.000,0,0.064,41.477,44.117,42.875,0.001,2.654,0,2020-10-06,16
"(52, 12, '0')",0.000,0.016,0.732,0.000,0.013,39.300,69.438,0.621,24.432,0,1626749030.000,7,0.016,66.797,70.836,67.729,0.000,1.061,12,2020-10-06,16
"(65, 293, '0')",0.000,0.069,0.472,0.000,0.033,24.900,50.331,1.015,14.243,0,1626662499.000,2,0.069,45.981,53.438,49.088,0.001,3.168,3,2020-10-06,16
"(13, 2, '0')",0.000,0.000,0.000,0.000,0.000,24.900,0.000,0.000,14.243,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1089, 1088, '0')",0.000,0.000,0.000,0.000,0.000,41.300,0.000,0.000,24.444,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,4,2020-10-06,16
"(1062, 1088, '0')",0.000,0.057,0.275,0.000,0.006,41.300,42.564,1.644,24.444,0,1626762898.000,4,0.057,38.214,44.739,37.282,0.000,2.182,0,2020-10-06,16
"(640, 1089, '0')",0.000,0.025,0.240,0.000,0.012,41.300,66.487,0.311,24.444,0,1626637430.000,3,0.025,60.428,68.351,64.001,0.000,1.522,7,2020-10-06,16
"(640, 638, '0')",0.000,0.025,0.240,0.000,0.012,41.300,66.487,0.311,24.444,0,1626637430.000,3,0.025,60.428,68.351,64.001,0.000,1.522,14,2020-10-06,16
"(1088, 1094, '0')",0.000,0.057,0.275,0.000,0.006,41.300,42.564,1.644,24.444,0,1626762898.000,1,0.057,38.214,44.739,37.282,0.000,2.182,0,2020-10-06,16
"(1088, 1091, '0')",0.000,0.281,0.155,0.000,0.045,41.300,22.680,0.932,24.444,0,1626654121.000,3,0.281,20.661,27.962,27.962,0.002,5.796,0,2020-10-06,16
"(1062, 1091, '0')",0.000,0.081,0.105,0.000,0.010,24.600,25.166,0.621,36.042,0,1626746520.000,5,0.081,23.923,26.719,26.719,0.000,1.932,0,2020-10-06,16
"(1088, 1062, '0')",0.000,0.185,0.088,0.000,0.022,41.300,26.253,1.468,24.444,0,1626658222.000,4,0.185,27.806,29.826,29.204,0.000,5.133,0,2020-10-06,16
"(1083, 1062, '0')",0.000,0.140,0.180,0.000,0.024,24.600,24.078,1.015,36.042,0,1626769047.000,0,0.140,22.991,27.962,16.156,0.001,3.224,0,2020-10-06,16
"(1433, 1062, '0')",0.000,0.081,0.768,0.000,0.069,24.600,25.166,0.621,36.042,0,1626736121.000,0,0.081,23.923,26.719,26.719,0.005,1.932,0,2020-10-06,16
"(1097, 1101, '0')",0.000,0.146,0.392,0.000,0.043,24.600,30.758,0.311,36.042,0,1626657602.000,0,0.146,24.700,34.797,31.690,0.002,3.605,0,2020-10-06,16
"(1097, 1099, '0')",0.000,0.094,0.175,0.000,0.021,24.600,18.020,0.782,36.042,0,1626693696.000,2,0.094,29.049,21.127,31.690,0.000,2.732,0,2020-10-06,16
"(1084, 1099, '0')",0.000,0.176,0.140,0.000,0.024,24.600,18.175,0.000,36.042,0,429471381.000,6,0.176,16.156,21.127,24.233,0.001,2.842,0,2020-10-06,16
"(1097, 1084, '0')",0.000,0.433,0.155,0.000,0.066,24.600,16.777,8.684,36.042,0,1626657517.000,3,0.433,18.020,26.719,16.156,0.004,7.811,0,2020-10-06,16
"(1086, 1084, '0')",0.000,0.577,0.270,0.000,0.110,24.600,16.000,0.717,36.042,0,429467545.000,3,0.577,9.321,21.127,19.263,0.012,5.378,0,2020-10-06,16
"(1113, 1084, '0')",0.000,0.176,0.153,0.000,0.026,24.600,18.175,0.000,36.042,0,1626701322.000,4,0.176,16.156,21.127,24.233,0.001,2.842,1,2020-10-06,16
"(55, 0, '0')",0.000,0.076,0.672,0.000,0.071,31.100,13.981,2.175,93.828,0,1626615977.000,1,0.076,16.932,15.534,21.748,0.005,1.293,0,2020-10-06,16
"(55, 62, '0')",0.000,0.139,0.287,0.000,0.039,34.400,16.932,0.717,66.653,0,1626747669.000,5,0.139,20.505,21.127,24.855,0.002,2.842,0,2020-10-06,16
"(606, 59, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(883, 59, '0')",0.000,0.054,0.430,0.000,0.029,26.700,25.942,0.621,30.907,0,400073221.000,0,0.054,23.923,27.340,24.855,0.001,1.281,0,2020-10-06,16
"(56, 70, '0')",0.000,0.000,0.000,0.000,0.000,31.100,0.000,0.000,93.828,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(59, 1501, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(59, 883, '0')",0.000,0.273,0.415,0.000,0.087,26.700,27.806,0.000,30.907,0,400032605.000,0,0.273,21.748,33.554,26.719,0.008,5.946,0,2020-10-06,16
"(60, 883, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(841, 883, '0')",0.000,0.054,0.430,0.000,0.029,26.700,25.942,0.621,30.907,0,400073221.000,0,0.054,23.923,27.340,24.855,0.001,1.281,0,2020-10-06,16
"(1284, 883, '0')",0.000,0.273,0.415,0.000,0.087,26.700,27.806,0.000,30.907,0,400032605.000,0,0.273,21.748,33.554,26.719,0.008,5.946,0,2020-10-06,16
"(784, 777, '0')",0.000,0.058,0.232,0.000,0.013,28.700,29.204,1.644,39.191,0,170305902.000,0,0.058,23.301,31.069,24.855,0.000,1.342,0,2020-10-06,16
"(787, 777, '0')",0.000,0.153,0.203,0.000,0.033,28.700,22.369,1.190,39.191,0,170305901.000,0,0.153,22.680,25.476,24.233,0.001,3.478,0,2020-10-06,16
"(784, 785, '0')",0.000,0.000,0.000,0.000,0.000,28.700,0.000,0.000,39.191,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(366, 785, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(784, 786, '0')",0.000,0.000,0.050,0.000,0.000,28.700,11.185,0.000,39.191,0,170237051.000,0,0.000,11.185,11.185,13.049,0.000,0.000,0,2020-10-06,16
"(364, 786, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(784, 775, '0')",0.000,0.035,0.970,0.000,0.024,28.700,17.554,0.782,39.191,0,169304490.000,0,0.035,16.932,18.020,18.020,0.001,0.595,0,2020-10-06,16
"(755, 775, '0')",0.000,0.122,0.835,0.000,0.117,28.700,20.505,3.570,39.191,2,170456983.000,2,0.122,22.059,22.991,16.777,0.014,2.685,0,2020-10-06,16
"(1553, 1728, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(777, 784, '0')",0.000,0.153,0.135,0.000,0.024,28.700,22.369,1.190,39.191,0,170393175.000,0,0.153,22.680,25.476,24.233,0.001,3.478,0,2020-10-06,16
"(785, 784, '0')",0.000,0.000,0.000,0.000,0.000,28.700,0.000,0.000,39.191,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(786, 784, '0')",0.000,0.000,0.000,0.000,0.000,28.700,0.000,0.000,39.191,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(775, 784, '0')",0.000,0.122,0.835,0.000,0.117,28.700,20.505,3.570,39.191,0,170456983.000,0,0.122,22.059,22.991,16.777,0.014,2.685,0,2020-10-06,16
"(777, 787, '0')",0.000,0.058,0.232,0.000,0.013,28.700,29.204,1.644,39.191,0,170305902.000,0,0.058,23.301,31.069,24.855,0.000,1.342,0,2020-10-06,16
"(770, 787, '0')",0.000,0.153,0.050,0.000,0.016,28.700,22.369,1.190,39.191,0,170550395.000,1,0.153,22.680,25.476,24.233,0.000,3.478,0,2020-10-06,16
"(785, 1330, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(786, 1323, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1232, 20, '0')",0.000,0.083,1.255,0.000,0.110,66.000,23.457,0.311,34.923,0,449891945.000,1,0.083,21.593,24.855,26.719,0.012,1.785,0,2020-10-06,16
"(563, 20, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1232, 1231, '0')",0.000,0.083,1.255,0.000,0.110,29.000,23.457,0.311,36.974,0,449891945.000,1,0.083,21.593,24.855,26.719,0.012,1.785,0,2020-10-06,16
"(20, 1232, '0')",0.000,0.000,0.000,0.000,0.000,66.000,0.000,0.000,34.923,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1228, 1232, '0')",0.000,0.019,1.312,0.000,0.015,29.000,22.214,0.879,36.974,0,449891944.000,1,0.019,16.777,22.369,24.855,0.000,0.311,0,2020-10-06,16
"(1233, 1232, '0')",0.000,0.083,1.255,0.000,0.110,29.000,23.457,0.311,36.974,0,449891945.000,1,0.083,21.593,24.855,26.719,0.012,1.785,0,2020-10-06,16
"(20, 1392, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(564, 31, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1227, 31, '0')",0.000,0.000,0.000,0.000,0.000,29.000,0.000,0.000,36.974,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(31, 1393, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(31, 1227, '0')",0.000,0.000,0.000,0.000,0.000,29.000,0.000,0.000,36.974,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1237, 1227, '0')",0.000,0.019,1.312,0.000,0.015,29.000,22.214,0.879,36.974,0,449891944.000,0,0.019,16.777,22.369,24.855,0.000,0.311,0,2020-10-06,16
"(1557, 1732, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(183, 330, '0')",0.000,0.092,0.308,0.000,0.022,36.700,20.661,0.621,21.114,0,1626678434.000,0,0.092,13.981,21.748,23.612,0.000,1.281,11,2020-10-06,16
"(183, 676, '0')",0.000,0.025,0.310,0.000,0.012,22.400,66.797,0.717,20.153,0,1626662686.000,0,0.025,64.623,68.972,65.865,0.000,1.644,0,2020-10-06,16
"(497, 248, '0')",0.000,0.130,0.117,0.000,0.013,29.600,46.447,6.054,45.663,0,429471481.000,0,0.130,46.447,54.059,42.875,0.000,6.054,24,2020-10-06,16
"(1227, 1228, '0')",0.000,0.019,1.312,0.000,0.015,29.000,22.214,0.879,36.974,0,449891944.000,0,0.019,16.777,22.369,24.855,0.000,0.311,0,2020-10-06,16
"(64, 75, '0')",0.000,0.026,0.758,0.000,0.022,34.400,65.555,0.311,66.653,0,1626615805.000,1,0.026,62.603,67.108,65.244,0.000,1.644,4,2020-10-06,16
"(333, 332, '0')",0.000,0.000,0.000,0.000,0.000,36.700,0.000,0.000,21.114,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,1,2020-10-06,16
"(169, 332, '0')",0.000,0.029,0.220,0.000,0.000,28.300,67.729,0.311,23.075,0,1626733647.000,1,0.029,60.428,70.215,64.001,0.000,1.758,0,2020-10-06,16
"(66, 818, '0')",0.000,0.120,0.693,0.000,0.087,28.700,26.719,0.879,39.191,0,449891959.000,3,0.120,26.719,30.447,31.069,0.008,3.209,0,2020-10-06,16
"(323, 818, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(66, 206, '0')",0.000,0.073,0.830,0.000,0.062,28.700,22.059,0.621,39.191,0,449872520.000,1,0.073,20.195,22.991,26.098,0.004,1.479,1,2020-10-06,16
"(569, 206, '0')",0.000,0.134,1.477,0.000,0.205,28.700,16.311,1.190,39.191,1,449891953.000,1,0.134,18.330,19.884,25.476,0.042,2.453,1,2020-10-06,16
"(744, 206, '0')",0.000,0.118,0.525,0.000,0.061,31.100,20.971,0.311,93.828,0,449897465.000,1,0.118,21.593,24.233,27.962,0.004,2.556,1,2020-10-06,16
"(1621, 206, '0')",0.000,0.074,0.035,0.000,0.010,31.100,17.554,5.938,93.828,0,1626705443.000,2,0.074,18.641,19.263,18.020,0.000,1.378,1,2020-10-06,16
"(1552, 1727, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1551, 1726, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1550, 1725, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1549, 1724, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(920, 924, '0')",0.000,0.000,0.000,0.000,0.000,27.800,0.000,0.000,42.066,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(903, 924, '0')",0.000,0.000,0.000,0.000,0.000,27.800,0.000,0.000,42.066,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(920, 1522, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(924, 920, '0')",0.000,0.000,0.000,0.000,0.000,27.800,0.000,0.000,42.066,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(480, 920, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(924, 903, '0')",0.000,0.158,0.353,0.000,0.046,27.800,22.214,0.311,42.066,0,441679083.000,1,0.158,21.593,26.719,26.098,0.002,3.418,0,2020-10-06,16
"(905, 903, '0')",0.000,0.114,0.315,0.000,0.040,27.800,25.010,1.683,42.066,1,441679082.000,2,0.114,23.612,27.340,24.855,0.002,2.703,0,2020-10-06,16
